,GEO_0,GEO_1,GEO_2,work_pop,agri,const,manuf,wholesale,retail,trnpwh,info,finance,prosrv,edu,accomm,othsrv,admin,agri_pct,const_pct,manuf_pct,wholesale_pct,retail_pct,trnpwh_pct,info_pct,finance_pct,prosrv_pct,edu_pct,accomm_pct,othsrv_pct,admin_pct
0,Tennessee,,,3362616,28615,238941,420933,72926,388493,241760,53501,203600,359446,752213,299914,161199,141075,0.008509743604384206,0.07105806907479177,0.12518021683118144,0.021687281568873756,0.11553296600028073,0.07189640446604667,0.015910529183231152,0.06054809707679973,0.10689475099148996,0.22369875121036717,0.08919067773424025,0.04793856925679293,0.04195394300152024
0,Tennessee,Anderson County,,35775,115,2937,4487,1016,4220,2291,320,1630,4975,7275,2632,2174,1703,0.003214535290006988,0.0820964360587002,0.12542278127183787,0.028399720475192174,0.11795946890286513,0.06403913347309574,0.008944793850454227,0.04556254367575122,0.13906359189378056,0.20335429769392033,0.07357092941998603,0.06076869322152341,0.04760307477288609
1,Tennessee,Bedford County,,24781,321,2954,4984,336,3266,1691,153,1332,2044,4086,1466,1115,1033,0.012953472418385053,0.11920422904644687,0.20112182720632743,0.013558774867842299,0.1317945199951576,0.0682377628021468,0.0061740849844639034,0.0537508575118034,0.08248254711270732,0.16488438723215368,0.05915822606028812,0.04499414874298858,0.04168516201928897
2,Tennessee,Benton County,,6288,70,507,888,147,673,531,150,304,480,1307,596,307,328,0.0111323155216285,0.08062977099236641,0.14122137404580154,0.023377862595419848,0.10702926208651399,0.08444656488549618,0.02385496183206107,0.04834605597964377,0.07633587786259542,0.2078562340966921,0.09478371501272265,0.04882315521628499,0.05216284987277354
3,Tennessee,Bledsoe County,,6085,359,606,863,33,696,402,37,265,771,1035,274,422,322,0.058997534921939196,0.09958915365653245,0.14182415776499588,0.00542317173377157,0.11437962202136401,0.06606409202958094,0.006080525883319639,0.043549712407559574,0.1267050123253903,0.17009038619556285,0.045028759244042725,0.06935086277732128,0.05291700903861955
4,Tennessee,Blount County,,67661,479,5839,8844,1757,8825,3813,721,5086,6914,14286,5577,3447,2073,0.007079410591034717,0.086297867309085,0.13071045358478295,0.02596769187567432,0.13042964189119285,0.05635447303468764,0.010656064793603405,0.07516885650522458,0.10218589734115664,0.21114083445411685,0.08242562185010567,0.05094515304237301,0.030638033726962357
5,Tennessee,Bradley County,,51709,357,3076,9547,726,6188,3499,612,2536,3664,11845,3882,3736,2041,0.006904020576688778,0.05948674312015317,0.18462936819509176,0.014040109071921715,0.11966968999593881,0.06766713724883483,0.01183546384575219,0.04904368678566594,0.07085807112881704,0.2290703745962985,0.07507397164903595,0.072250478640082,0.039470885145719316
6,Tennessee,Campbell County,,15978,170,1914,2546,331,1665,1341,122,947,966,3441,1172,515,848,0.010639629490549505,0.11978971085242208,0.15934409813493552,0.020715984478658155,0.1042057829515584,0.08392790086368757,0.0076354988108649395,0.059268994867943424,0.0604581299286519,0.21535861809988735,0.07335085742896483,0.03223181875078233,0.053072975341094
7,Tennessee,Cannon County,,6422,167,503,1112,99,793,420,20,360,402,1566,315,194,471,0.02600436001245718,0.07832450949859857,0.17315478044222984,0.015415758330738088,0.12348178137651822,0.06540018685767673,0.003114294612270321,0.05605730302086578,0.06259732170663344,0.24384926814076613,0.04905014014325755,0.03020865773902211,0.07334163811896606
8,Tennessee,Carroll County,,11725,277,654,2286,110,1467,676,168,466,819,3089,728,582,403,0.023624733475479744,0.05577825159914712,0.1949680170575693,0.009381663113006396,0.12511727078891258,0.0576545842217484,0.014328358208955224,0.03974413646055437,0.06985074626865671,0.263454157782516,0.06208955223880597,0.049637526652452024,0.03437100213219616
9,Tennessee,Carter County,,23565,233,1776,3098,384,3006,1167,222,1274,2022,6026,2124,1330,903,0.009887545088054318,0.07536600891152133,0.13146615743687673,0.016295353278166773,0.12756206238064927,0.04952259707192871,0.009420751113940166,0.05406322936558455,0.08580521960534691,0.25571822618289836,0.09013367281985996,0.05643963505198388,0.03831954169318905
