fips5,Location,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,1950_PctChg,1960_PctChg,1970_PctChg,1980_PctChg,1990_PctChg,2000_PctChg,2010_PctChg,2020_PctChg,2030_PctChg,2040_PctChg,2050_PctChg
18077,Jefferson County,21613.0,24061.0,27006.0,30419.0,29797.0,31705.0,32428.0,33147.0,33080.0,32191.0,30668.0,,0.1133,0.1224,0.1264,-0.0204,0.064,0.0228,0.0222,-0.002,-0.0269,-0.0473
18079,Jennings County,15250.0,17267.0,19454.0,22854.0,23661.0,27554.0,28525.0,27613.0,27227.0,25943.0,24161.0,,0.1323,0.1267,0.1748,0.0353,0.1645,0.0352,-0.032,-0.014,-0.0472,-0.0687
18081,Johnson County,26183.0,43704.0,61138.0,77240.0,88109.0,115209.0,139654.0,161765.0,179223.0,192322.0,203455.0,,0.6692,0.3989,0.2634,0.1407,0.3076,0.2122,0.1583,0.1079,0.0731,0.0579
18083,Knox County,43415.0,41561.0,41546.0,41838.0,39884.0,39256.0,38440.0,36282.0,35407.0,33573.0,31566.0,,-0.0427,-0.0004,0.007,-0.0467,-0.0157,-0.0208,-0.0561,-0.0241,-0.0518,-0.0598
18085,Kosciusko County,33002.0,40373.0,48127.0,59555.0,65294.0,74057.0,77358.0,80240.0,80656.0,79440.0,78103.0,,0.2234,0.1921,0.2375,0.0964,0.1342,0.0446,0.0373,0.0052,-0.0151,-0.0168
18087,LaGrange County,15347.0,17380.0,20890.0,25550.0,29477.0,34909.0,37128.0,40446.0,42012.0,43062.0,43626.0,,0.1325,0.202,0.2231,0.1537,0.1843,0.0636,0.0894,0.0387,0.025,0.0131
18089,Lake County,368152.0,513269.0,546253.0,522965.0,475594.0,484564.0,496005.0,498700.0,504125.0,501977.0,494020.0,,0.3942,0.0643,-0.0426,-0.0906,0.0189,0.0236,0.0054,0.0109,-0.0043,-0.0159
18091,LaPorte County,76808.0,95111.0,105342.0,108632.0,107066.0,110106.0,111467.0,112417.0,110589.0,108156.0,104811.0,,0.2383,0.1076,0.0312,-0.0144,0.0284,0.0124,0.0085,-0.0163,-0.022,-0.0309
18093,Lawrence County,34346.0,36564.0,38038.0,42472.0,42836.0,45922.0,46134.0,45011.0,44576.0,43015.0,41017.0,,0.0646,0.0403,0.1166,0.0086,0.072,0.0046,-0.0243,-0.0097,-0.035,-0.0464
18095,Madison County,103911.0,125819.0,138451.0,139336.0,130669.0,133358.0,131636.0,130129.0,135096.0,135325.0,134403.0,,0.2108,0.1004,0.0064,-0.0622,0.0206,-0.0129,-0.0114,0.0382,0.0017,-0.0068
18097,Marion County,551777.0,697567.0,792299.0,765233.0,797159.0,860454.0,903393.0,977203.0,982759.0,1002606.0,1011523.0,,0.2642,0.1358,-0.0342,0.0417,0.0794,0.0499,0.0817,0.0057,0.0202,0.0089
18099,Marshall County,29468.0,32443.0,34986.0,39155.0,42182.0,45128.0,47051.0,46095.0,46251.0,44897.0,42856.0,,0.101,0.0784,0.1192,0.0773,0.0698,0.0426,-0.0203,0.0034,-0.0293,-0.0455
18101,Martin County,10678.0,10608.0,10969.0,11001.0,10369.0,10369.0,10334.0,9812.0,9805.0,9241.0,8510.0,,-0.0066,0.034,0.0029,-0.0574,0.0,-0.0034,-0.0505,-0.0007,-0.0575,-0.0791
18103,Miami County,28201.0,38000.0,39246.0,39820.0,36897.0,36082.0,36903.0,35962.0,34058.0,31699.0,29029.0,,0.3475,0.0328,0.0146,-0.0734,-0.0221,0.0228,-0.0255,-0.0529,-0.0693,-0.0842
18105,Monroe County,50080.0,59225.0,84849.0,98785.0,108978.0,120563.0,137974.0,139718.0,139283.0,140874.0,141917.0,,0.1826,0.4327,0.1642,0.1032,0.1063,0.1444,0.0126,-0.0031,0.0114,0.0074
18107,Montgomery County,29122.0,32089.0,33930.0,35501.0,34436.0,37629.0,38124.0,37936.0,39235.0,39154.0,38535.0,,0.1019,0.0574,0.0463,-0.03,0.0927,0.0132,-0.0049,0.0342,-0.0021,-0.0158
18109,Morgan County,23726.0,33875.0,44176.0,51999.0,55920.0,66689.0,68894.0,71780.0,75287.0,75934.0,75452.0,,0.4278,0.3041,0.1771,0.0754,0.1926,0.0331,0.0419,0.0489,0.0086,-0.0063
18111,Newton County,11006.0,11502.0,11606.0,14844.0,13551.0,14566.0,14244.0,13830.0,14022.0,13625.0,12973.0,,0.0451,0.009,0.279,-0.0871,0.0749,-0.0221,-0.0291,0.0139,-0.0283,-0.0479
18113,Noble County,25075.0,28162.0,31382.0,35443.0,37877.0,46275.0,47536.0,47457.0,47384.0,45834.0,44529.0,,0.1231,0.1143,0.1294,0.0687,0.2217,0.0273,-0.0017,-0.0015,-0.0327,-0.0285
18115,Ohio County,4223.0,4165.0,4289.0,5114.0,5315.0,5623.0,6128.0,5940.0,5920.0,5671.0,5463.0,,-0.0137,0.0298,0.1924,0.0393,0.0579,0.0898,-0.0307,-0.0034,-0.0421,-0.0367
18117,Orange County,16879.0,16877.0,16968.0,18677.0,18409.0,19306.0,19840.0,19867.0,19241.0,18184.0,16830.0,,-0.0001,0.0054,0.1007,-0.0143,0.0487,0.0277,0.0014,-0.0315,-0.0549,-0.0745
