,GEO_0,GEO_1,GEO_2,GEO_3,hh,spanish,euro,asian,other,limeng_pct
568,Illinois,Cook County,Census Tract 209.01,Block Group 2,565,41,63,0,0,0.184070796460177
569,Illinois,Cook County,Census Tract 209.01,Block Group 3,696,18,105,0,0,0.17672413793103448
570,Illinois,Cook County,Census Tract 209.02,Block Group 1,751,10,8,94,0,0.14913448735019974
571,Illinois,Cook County,Census Tract 209.02,Block Group 2,730,65,145,0,21,0.31643835616438354
572,Illinois,Cook County,Census Tract 301.01,Block Group 1,534,0,23,0,64,0.16292134831460675
573,Illinois,Cook County,Census Tract 301.01,Block Group 2,411,0,57,0,0,0.1386861313868613
574,Illinois,Cook County,Census Tract 301.01,Block Group 3,802,0,17,0,0,0.02119700748129676
575,Illinois,Cook County,Census Tract 301.01,Block Group 4,523,0,29,16,0,0.08604206500956023
576,Illinois,Cook County,Census Tract 301.02,Block Group 1,613,0,5,10,0,0.024469820554649267
577,Illinois,Cook County,Census Tract 301.02,Block Group 2,724,0,6,12,16,0.04696132596685083
578,Illinois,Cook County,Census Tract 301.02,Block Group 3,691,0,14,0,12,0.03762662807525326
579,Illinois,Cook County,Census Tract 301.03,Block Group 1,414,36,0,0,0,0.08695652173913043
580,Illinois,Cook County,Census Tract 301.03,Block Group 2,686,34,0,12,0,0.06705539358600583
581,Illinois,Cook County,Census Tract 301.04,Block Group 1,649,0,22,11,0,0.05084745762711865
582,Illinois,Cook County,Census Tract 301.04,Block Group 2,452,0,0,0,13,0.028761061946902654
583,Illinois,Cook County,Census Tract 302,Block Group 1,761,0,19,0,0,0.024967148488830485
584,Illinois,Cook County,Census Tract 302,Block Group 2,756,0,0,0,0,0.0
585,Illinois,Cook County,Census Tract 302,Block Group 3,435,0,0,0,0,0.0
586,Illinois,Cook County,Census Tract 302,Block Group 4,662,151,0,0,0,0.2280966767371601
587,Illinois,Cook County,Census Tract 303,Block Group 1,685,0,0,0,0,0.0
588,Illinois,Cook County,Census Tract 303,Block Group 2,756,134,57,33,0,0.2962962962962963
589,Illinois,Cook County,Census Tract 304,Block Group 1,686,15,0,75,0,0.13119533527696792
590,Illinois,Cook County,Census Tract 304,Block Group 2,708,43,0,0,0,0.06073446327683616
591,Illinois,Cook County,Census Tract 305,Block Group 1,809,0,0,0,0,0.0
592,Illinois,Cook County,Census Tract 305,Block Group 2,910,54,77,0,0,0.14395604395604394
593,Illinois,Cook County,Census Tract 305,Block Group 3,829,0,15,0,0,0.018094089264173704
594,Illinois,Cook County,Census Tract 305,Block Group 4,572,0,29,0,0,0.050699300699300696
595,Illinois,Cook County,Census Tract 306.01,Block Group 1,685,23,91,0,0,0.16642335766423358
596,Illinois,Cook County,Census Tract 306.01,Block Group 2,450,0,19,15,19,0.11777777777777777
597,Illinois,Cook County,Census Tract 306.01,Block Group 3,839,0,50,0,0,0.05959475566150179
598,Illinois,Cook County,Census Tract 306.03,Block Group 1,578,0,39,31,40,0.1903114186851211
599,Illinois,Cook County,Census Tract 306.03,Block Group 2,724,0,27,0,18,0.062154696132596686
600,Illinois,Cook County,Census Tract 306.04,Block Group 1,648,32,16,0,0,0.07407407407407407
601,Illinois,Cook County,Census Tract 306.04,Block Group 2,1028,0,161,75,0,0.22957198443579765
602,Illinois,Cook County,Census Tract 306.04,Block Group 3,558,0,66,28,0,0.16845878136200718
603,Illinois,Cook County,Census Tract 307.01,Block Group 1,917,0,39,35,6,0.08724100327153762
604,Illinois,Cook County,Census Tract 307.02,Block Group 1,601,35,36,20,0,0.15141430948419302
605,Illinois,Cook County,Census Tract 307.02,Block Group 2,881,0,0,22,0,0.024971623155505107
606,Illinois,Cook County,Census Tract 307.03,Block Group 1,514,0,76,0,0,0.14785992217898833
607,Illinois,Cook County,Census Tract 307.03,Block Group 2,288,0,112,28,0,0.4861111111111111
608,Illinois,Cook County,Census Tract 307.03,Block Group 3,1056,31,0,0,61,0.08712121212121213
609,Illinois,Cook County,Census Tract 307.06,Block Group 1,1325,0,0,0,0,0.0
610,Illinois,Cook County,Census Tract 307.06,Block Group 2,611,0,0,31,0,0.05073649754500818
611,Illinois,Cook County,Census Tract 308,Block Group 1,605,0,0,17,0,0.02809917355371901
612,Illinois,Cook County,Census Tract 308,Block Group 2,524,24,0,0,0,0.04580152671755725
613,Illinois,Cook County,Census Tract 308,Block Group 3,551,0,0,0,0,0.0
614,Illinois,Cook County,Census Tract 308,Block Group 4,531,0,0,0,0,0.0
615,Illinois,Cook County,Census Tract 309,Block Group 1,245,0,0,0,0,0.0
616,Illinois,Cook County,Census Tract 309,Block Group 2,495,11,0,0,0,0.022222222222222223
617,Illinois,Cook County,Census Tract 309,Block Group 3,474,0,0,0,0,0.0
618,Illinois,Cook County,Census Tract 309,Block Group 4,305,0,0,0,0,0.0
619,Illinois,Cook County,Census Tract 310,Block Group 1,543,0,0,0,0,0.0
620,Illinois,Cook County,Census Tract 310,Block Group 2,548,0,0,0,10,0.01824817518248175
621,Illinois,Cook County,Census Tract 310,Block Group 3,1104,0,0,32,0,0.028985507246376812
622,Illinois,Cook County,Census Tract 311,Block Group 1,1183,18,0,76,0,0.07945900253592561
623,Illinois,Cook County,Census Tract 311,Block Group 2,959,0,25,20,0,0.04692387904066736
624,Illinois,Cook County,Census Tract 311,Block Group 3,966,0,0,19,0,0.019668737060041408
625,Illinois,Cook County,Census Tract 312,Block Group 1,573,0,0,35,0,0.06108202443280977
626,Illinois,Cook County,Census Tract 312,Block Group 2,635,0,0,24,232,0.4031496062992126
627,Illinois,Cook County,Census Tract 312,Block Group 3,1036,39,0,121,0,0.15444015444015444
628,Illinois,Cook County,Census Tract 312,Block Group 4,1169,120,0,48,0,0.1437125748502994
629,Illinois,Cook County,Census Tract 313,Block Group 1,858,0,206,0,0,0.2400932400932401
630,Illinois,Cook County,Census Tract 313,Block Group 2,855,26,13,57,0,0.11228070175438597
631,Illinois,Cook County,Census Tract 313,Block Group 3,195,0,0,0,0,0.0
632,Illinois,Cook County,Census Tract 313,Block Group 4,1424,0,53,276,19,0.2443820224719101
633,Illinois,Cook County,Census Tract 313,Block Group 5,884,0,16,0,0,0.01809954751131222
634,Illinois,Cook County,Census Tract 314,Block Group 1,620,16,0,15,0,0.05
635,Illinois,Cook County,Census Tract 314,Block Group 2,498,20,0,0,0,0.040160642570281124
636,Illinois,Cook County,Census Tract 314,Block Group 3,759,0,0,0,0,0.0
637,Illinois,Cook County,Census Tract 314,Block Group 4,700,0,16,0,0,0.022857142857142857
638,Illinois,Cook County,Census Tract 314,Block Group 5,551,0,63,12,0,0.13611615245009073
639,Illinois,Cook County,Census Tract 315.01,Block Group 1,594,82,40,116,0,0.4006734006734007
640,Illinois,Cook County,Census Tract 315.01,Block Group 2,976,22,28,61,46,0.16086065573770492
641,Illinois,Cook County,Census Tract 315.01,Block Group 3,524,0,76,9,17,0.1946564885496183
642,Illinois,Cook County,Census Tract 315.02,Block Group 1,1178,0,40,14,0,0.04584040747028863
643,Illinois,Cook County,Census Tract 315.02,Block Group 2,569,0,79,63,24,0.29173989455184535
644,Illinois,Cook County,Census Tract 315.02,Block Group 3,786,0,18,27,81,0.16030534351145037
645,Illinois,Cook County,Census Tract 317,Block Group 1,1171,21,0,0,0,0.017933390264730998
646,Illinois,Cook County,Census Tract 317,Block Group 2,812,0,0,0,0,0.0
647,Illinois,Cook County,Census Tract 317,Block Group 3,868,0,0,0,0,0.0
648,Illinois,Cook County,Census Tract 317,Block Group 4,490,0,0,0,0,0.0
649,Illinois,Cook County,Census Tract 318,Block Group 1,951,0,18,12,0,0.031545741324921134
650,Illinois,Cook County,Census Tract 319,Block Group 1,712,11,0,0,0,0.01544943820224719
651,Illinois,Cook County,Census Tract 319,Block Group 2,705,9,0,8,0,0.024113475177304965
652,Illinois,Cook County,Census Tract 321,Block Group 1,697,0,56,0,0,0.08034433285509325
653,Illinois,Cook County,Census Tract 321,Block Group 2,820,74,87,0,0,0.19634146341463415
654,Illinois,Cook County,Census Tract 321,Block Group 3,1296,0,0,77,0,0.05941358024691358
655,Illinois,Cook County,Census Tract 321,Block Group 4,836,31,6,0,48,0.10167464114832536
656,Illinois,Cook County,Census Tract 321,Block Group 5,571,0,0,0,0,0.0
657,Illinois,Cook County,Census Tract 401,Block Group 1,712,62,0,0,0,0.08707865168539326
658,Illinois,Cook County,Census Tract 401,Block Group 2,897,0,0,26,0,0.028985507246376812
659,Illinois,Cook County,Census Tract 401,Block Group 3,365,27,0,0,0,0.07397260273972603
660,Illinois,Cook County,Census Tract 402.01,Block Group 1,648,14,37,0,0,0.0787037037037037
661,Illinois,Cook County,Census Tract 402.01,Block Group 2,904,20,0,42,0,0.06858407079646017
662,Illinois,Cook County,Census Tract 402.01,Block Group 3,693,0,0,0,0,0.0
663,Illinois,Cook County,Census Tract 402.01,Block Group 4,943,0,0,0,0,0.0
664,Illinois,Cook County,Census Tract 402.02,Block Group 1,339,33,23,51,0,0.31563421828908556
665,Illinois,Cook County,Census Tract 402.02,Block Group 2,1107,112,106,67,84,0.3333333333333333
666,Illinois,Cook County,Census Tract 402.02,Block Group 3,401,0,20,0,0,0.04987531172069826
667,Illinois,Cook County,Census Tract 402.02,Block Group 4,992,125,6,19,35,0.18649193548387097
668,Illinois,Cook County,Census Tract 403,Block Group 1,387,0,45,0,0,0.11627906976744186
669,Illinois,Cook County,Census Tract 403,Block Group 2,414,30,31,53,0,0.2753623188405797
670,Illinois,Cook County,Census Tract 403,Block Group 3,325,0,0,8,0,0.024615384615384615
671,Illinois,Cook County,Census Tract 404.01,Block Group 1,463,0,0,0,0,0.0
672,Illinois,Cook County,Census Tract 404.01,Block Group 2,298,0,0,0,0,0.0
673,Illinois,Cook County,Census Tract 404.01,Block Group 3,293,0,0,11,0,0.03754266211604096
674,Illinois,Cook County,Census Tract 404.01,Block Group 4,525,7,0,45,0,0.09904761904761905
675,Illinois,Cook County,Census Tract 404.02,Block Group 1,216,0,0,0,0,0.0
676,Illinois,Cook County,Census Tract 404.02,Block Group 2,562,25,0,0,0,0.04448398576512456
677,Illinois,Cook County,Census Tract 404.02,Block Group 3,477,9,0,0,0,0.018867924528301886
678,Illinois,Cook County,Census Tract 404.02,Block Group 4,483,0,0,0,0,0.0
679,Illinois,Cook County,Census Tract 404.02,Block Group 5,769,0,0,0,0,0.0
680,Illinois,Cook County,Census Tract 406,Block Group 1,318,0,0,0,0,0.0
681,Illinois,Cook County,Census Tract 406,Block Group 2,420,0,0,0,0,0.0
682,Illinois,Cook County,Census Tract 406,Block Group 3,538,0,0,0,0,0.0
683,Illinois,Cook County,Census Tract 407,Block Group 1,504,0,9,0,0,0.017857142857142856
684,Illinois,Cook County,Census Tract 407,Block Group 2,405,0,0,0,0,0.0
685,Illinois,Cook County,Census Tract 407,Block Group 3,387,0,9,30,0,0.10077519379844961
686,Illinois,Cook County,Census Tract 407,Block Group 4,387,23,37,0,0,0.15503875968992248
687,Illinois,Cook County,Census Tract 408,Block Group 1,415,0,0,19,0,0.04578313253012048
688,Illinois,Cook County,Census Tract 408,Block Group 2,409,0,0,0,0,0.0
689,Illinois,Cook County,Census Tract 409,Block Group 1,665,14,0,0,0,0.021052631578947368
690,Illinois,Cook County,Census Tract 409,Block Group 2,480,0,45,0,0,0.09375
691,Illinois,Cook County,Census Tract 501,Block Group 1,417,0,0,0,0,0.0
692,Illinois,Cook County,Census Tract 501,Block Group 2,700,0,13,0,0,0.018571428571428572
693,Illinois,Cook County,Census Tract 502,Block Group 1,460,0,0,0,0,0.0
694,Illinois,Cook County,Census Tract 502,Block Group 2,939,0,0,0,0,0.0
695,Illinois,Cook County,Census Tract 502,Block Group 3,784,43,15,19,0,0.09821428571428571
696,Illinois,Cook County,Census Tract 503,Block Group 1,368,0,19,0,0,0.051630434782608696
697,Illinois,Cook County,Census Tract 503,Block Group 2,328,9,0,0,0,0.027439024390243903
698,Illinois,Cook County,Census Tract 503,Block Group 3,508,0,0,0,0,0.0
699,Illinois,Cook County,Census Tract 505,Block Group 1,465,0,0,0,0,0.0
700,Illinois,Cook County,Census Tract 505,Block Group 2,618,0,16,0,0,0.025889967637540454
701,Illinois,Cook County,Census Tract 505,Block Group 3,246,0,0,0,0,0.0
702,Illinois,Cook County,Census Tract 505,Block Group 4,450,0,0,0,0,0.0
703,Illinois,Cook County,Census Tract 505,Block Group 5,265,0,0,0,0,0.0
704,Illinois,Cook County,Census Tract 506,Block Group 1,786,0,0,0,0,0.0
705,Illinois,Cook County,Census Tract 506,Block Group 2,412,0,0,0,0,0.0
706,Illinois,Cook County,Census Tract 507,Block Group 1,713,0,0,0,0,0.0
707,Illinois,Cook County,Census Tract 508,Block Group 1,481,0,7,0,0,0.014553014553014554
708,Illinois,Cook County,Census Tract 509,Block Group 1,672,0,0,0,0,0.0
709,Illinois,Cook County,Census Tract 510,Block Group 1,688,0,5,0,0,0.007267441860465116
710,Illinois,Cook County,Census Tract 511,Block Group 1,718,14,0,0,0,0.019498607242339833
711,Illinois,Cook County,Census Tract 512,Block Group 1,330,0,0,0,0,0.0
712,Illinois,Cook County,Census Tract 512,Block Group 2,298,0,0,0,0,0.0
713,Illinois,Cook County,Census Tract 513,Block Group 1,513,58,0,0,0,0.11306042884990253
714,Illinois,Cook County,Census Tract 513,Block Group 2,564,0,0,0,0,0.0
715,Illinois,Cook County,Census Tract 514,Block Group 1,531,0,0,11,0,0.02071563088512241
716,Illinois,Cook County,Census Tract 514,Block Group 2,526,9,0,4,0,0.024714828897338403
717,Illinois,Cook County,Census Tract 601,Block Group 1,364,0,0,0,0,0.0
718,Illinois,Cook County,Census Tract 601,Block Group 2,571,0,0,0,0,0.0
719,Illinois,Cook County,Census Tract 601,Block Group 3,310,0,7,9,0,0.05161290322580645
720,Illinois,Cook County,Census Tract 602,Block Group 1,707,0,8,0,0,0.011315417256011316
721,Illinois,Cook County,Census Tract 602,Block Group 2,480,12,0,0,0,0.025
722,Illinois,Cook County,Census Tract 603,Block Group 1,651,14,0,0,0,0.021505376344086023
723,Illinois,Cook County,Census Tract 603,Block Group 2,635,0,0,0,0,0.0
724,Illinois,Cook County,Census Tract 604,Block Group 1,740,0,0,0,0,0.0
725,Illinois,Cook County,Census Tract 604,Block Group 2,322,0,0,0,0,0.0
726,Illinois,Cook County,Census Tract 604,Block Group 3,516,0,0,0,0,0.0
727,Illinois,Cook County,Census Tract 605,Block Group 1,738,97,32,33,0,0.21951219512195122
728,Illinois,Cook County,Census Tract 608,Block Group 1,1110,21,0,0,0,0.01891891891891892
729,Illinois,Cook County,Census Tract 608,Block Group 2,0,0,0,0,0,
730,Illinois,Cook County,Census Tract 608,Block Group 3,1133,35,0,0,0,0.03089143865842895
731,Illinois,Cook County,Census Tract 608,Block Group 4,1391,18,21,0,0,0.028037383177570093
732,Illinois,Cook County,Census Tract 609,Block Group 1,850,0,0,0,0,0.0
733,Illinois,Cook County,Census Tract 609,Block Group 2,0,0,0,0,0,
734,Illinois,Cook County,Census Tract 609,Block Group 3,881,0,0,0,0,0.0
735,Illinois,Cook County,Census Tract 609,Block Group 4,361,109,0,0,0,0.30193905817174516
736,Illinois,Cook County,Census Tract 609,Block Group 5,1309,0,38,44,0,0.06264323911382735
737,Illinois,Cook County,Census Tract 609,Block Group 6,1675,0,96,24,0,0.07164179104477612
738,Illinois,Cook County,Census Tract 610,Block Group 1,1143,0,0,9,0,0.007874015748031496
739,Illinois,Cook County,Census Tract 611,Block Group 1,751,5,0,0,0,0.006657789613848202
740,Illinois,Cook County,Census Tract 612,Block Group 1,870,6,0,0,0,0.006896551724137931
741,Illinois,Cook County,Census Tract 615,Block Group 1,880,5,12,0,0,0.019318181818181818
742,Illinois,Cook County,Census Tract 618,Block Group 1,773,0,14,6,0,0.0258732212160414
743,Illinois,Cook County,Census Tract 619.01,Block Group 1,574,0,0,0,0,0.0
744,Illinois,Cook County,Census Tract 619.01,Block Group 2,724,0,0,0,0,0.0
745,Illinois,Cook County,Census Tract 619.01,Block Group 3,517,0,0,0,0,0.0
746,Illinois,Cook County,Census Tract 619.01,Block Group 4,875,0,29,8,13,0.05714285714285714
747,Illinois,Cook County,Census Tract 619.02,Block Group 1,982,17,0,18,0,0.035641547861507125
748,Illinois,Cook County,Census Tract 619.02,Block Group 2,904,0,19,0,0,0.02101769911504425
749,Illinois,Cook County,Census Tract 619.02,Block Group 3,1076,0,0,0,0,0.0
750,Illinois,Cook County,Census Tract 619.02,Block Group 4,0,0,0,0,0,
751,Illinois,Cook County,Census Tract 620,Block Group 1,1185,0,0,0,0,0.0
752,Illinois,Cook County,Census Tract 620,Block Group 2,646,0,0,11,0,0.017027863777089782
753,Illinois,Cook County,Census Tract 621,Block Group 1,259,0,0,0,0,0.0
754,Illinois,Cook County,Census Tract 621,Block Group 2,759,0,0,0,20,0.026350461133069828
755,Illinois,Cook County,Census Tract 621,Block Group 3,1168,0,0,0,0,0.0
756,Illinois,Cook County,Census Tract 622,Block Group 1,556,8,0,0,0,0.014388489208633094
757,Illinois,Cook County,Census Tract 622,Block Group 2,871,0,0,0,0,0.0
758,Illinois,Cook County,Census Tract 623,Block Group 1,610,0,0,0,0,0.0
759,Illinois,Cook County,Census Tract 624,Block Group 1,781,24,7,0,0,0.03969270166453265
760,Illinois,Cook County,Census Tract 625,Block Group 1,710,0,0,0,0,0.0
761,Illinois,Cook County,Census Tract 626,Block Group 1,889,0,7,0,0,0.007874015748031496
762,Illinois,Cook County,Census Tract 627,Block Group 1,385,0,0,0,0,0.0
763,Illinois,Cook County,Census Tract 627,Block Group 2,449,11,0,0,0,0.024498886414253896
764,Illinois,Cook County,Census Tract 627,Block Group 3,663,0,0,0,0,0.0
765,Illinois,Cook County,Census Tract 628,Block Group 1,427,0,0,0,0,0.0
766,Illinois,Cook County,Census Tract 628,Block Group 2,514,0,0,0,0,0.0
767,Illinois,Cook County,Census Tract 628,Block Group 3,682,0,0,0,0,0.0
768,Illinois,Cook County,Census Tract 629,Block Group 1,623,0,0,0,0,0.0
769,Illinois,Cook County,Census Tract 629,Block Group 2,662,0,0,0,0,0.0
770,Illinois,Cook County,Census Tract 629,Block Group 3,751,0,6,0,14,0.02663115845539281
771,Illinois,Cook County,Census Tract 630,Block Group 1,757,0,0,0,0,0.0
772,Illinois,Cook County,Census Tract 630,Block Group 2,746,0,0,0,0,0.0
773,Illinois,Cook County,Census Tract 630,Block Group 3,297,0,0,0,0,0.0
774,Illinois,Cook County,Census Tract 631,Block Group 1,868,0,23,0,0,0.026497695852534562
775,Illinois,Cook County,Census Tract 631,Block Group 2,527,0,0,0,0,0.0
776,Illinois,Cook County,Census Tract 632,Block Group 1,604,0,0,0,0,0.0
777,Illinois,Cook County,Census Tract 632,Block Group 2,479,0,0,0,0,0.0
778,Illinois,Cook County,Census Tract 632,Block Group 3,615,0,0,0,0,0.0
779,Illinois,Cook County,Census Tract 632,Block Group 4,1252,0,0,0,0,0.0
780,Illinois,Cook County,Census Tract 632,Block Group 5,720,0,0,0,0,0.0
781,Illinois,Cook County,Census Tract 632,Block Group 6,1151,0,0,0,0,0.0
782,Illinois,Cook County,Census Tract 633.01,Block Group 1,636,0,8,9,0,0.026729559748427674
783,Illinois,Cook County,Census Tract 633.01,Block Group 2,624,0,0,0,0,0.0
784,Illinois,Cook County,Census Tract 633.01,Block Group 3,785,0,64,0,13,0.0980891719745223
785,Illinois,Cook County,Census Tract 633.02,Block Group 1,1065,0,0,0,0,0.0
786,Illinois,Cook County,Census Tract 633.02,Block Group 2,499,0,21,0,0,0.04208416833667335
787,Illinois,Cook County,Census Tract 633.02,Block Group 3,442,0,0,0,0,0.0
788,Illinois,Cook County,Census Tract 633.02,Block Group 4,944,0,0,0,0,0.0
789,Illinois,Cook County,Census Tract 633.03,Block Group 1,342,0,0,7,0,0.02046783625730994
790,Illinois,Cook County,Census Tract 633.03,Block Group 2,596,8,0,8,0,0.026845637583892617
791,Illinois,Cook County,Census Tract 634,Block Group 1,786,0,0,0,0,0.0
792,Illinois,Cook County,Census Tract 634,Block Group 2,592,0,0,0,0,0.0
793,Illinois,Cook County,Census Tract 701.01,Block Group 1,833,0,0,0,0,0.0
794,Illinois,Cook County,Census Tract 701.01,Block Group 2,614,0,0,0,0,0.0
795,Illinois,Cook County,Census Tract 701.01,Block Group 3,1198,11,0,0,0,0.009181969949916527
796,Illinois,Cook County,Census Tract 701.02,Block Group 1,954,81,0,0,0,0.08490566037735849
797,Illinois,Cook County,Census Tract 701.02,Block Group 2,277,0,0,0,0,0.0
798,Illinois,Cook County,Census Tract 701.02,Block Group 3,625,42,0,12,0,0.0864
799,Illinois,Cook County,Census Tract 701.03,Block Group 1,464,0,0,0,0,0.0
800,Illinois,Cook County,Census Tract 701.03,Block Group 2,696,0,0,6,0,0.008620689655172414
801,Illinois,Cook County,Census Tract 702,Block Group 1,928,0,0,0,0,0.0
802,Illinois,Cook County,Census Tract 702,Block Group 2,595,0,0,0,0,0.0
803,Illinois,Cook County,Census Tract 702,Block Group 3,609,0,47,0,0,0.07717569786535304
804,Illinois,Cook County,Census Tract 703,Block Group 1,751,0,0,0,0,0.0
805,Illinois,Cook County,Census Tract 703,Block Group 2,932,0,0,0,0,0.0
806,Illinois,Cook County,Census Tract 704,Block Group 1,685,49,42,0,0,0.13284671532846715
807,Illinois,Cook County,Census Tract 704,Block Group 2,374,0,0,0,0,0.0
808,Illinois,Cook County,Census Tract 704,Block Group 3,499,0,0,0,0,0.0
809,Illinois,Cook County,Census Tract 705,Block Group 1,565,0,0,0,0,0.0
810,Illinois,Cook County,Census Tract 705,Block Group 2,411,0,0,0,0,0.0
811,Illinois,Cook County,Census Tract 705,Block Group 3,419,0,0,0,0,0.0
812,Illinois,Cook County,Census Tract 706,Block Group 1,748,0,0,10,0,0.013368983957219251
813,Illinois,Cook County,Census Tract 706,Block Group 2,629,0,0,0,0,0.0
814,Illinois,Cook County,Census Tract 707,Block Group 1,1173,0,0,12,0,0.010230179028132993
815,Illinois,Cook County,Census Tract 707,Block Group 2,707,205,12,12,0,0.32390381895332393
816,Illinois,Cook County,Census Tract 710,Block Group 1,220,16,0,0,0,0.07272727272727272
817,Illinois,Cook County,Census Tract 710,Block Group 2,849,0,0,0,0,0.0
818,Illinois,Cook County,Census Tract 711,Block Group 1,520,0,0,0,0,0.0
819,Illinois,Cook County,Census Tract 711,Block Group 2,526,0,0,0,0,0.0
820,Illinois,Cook County,Census Tract 712,Block Group 1,814,0,10,10,0,0.02457002457002457
821,Illinois,Cook County,Census Tract 712,Block Group 2,588,59,0,0,0,0.10034013605442177
822,Illinois,Cook County,Census Tract 713,Block Group 1,933,0,0,17,0,0.01822079314040729
823,Illinois,Cook County,Census Tract 713,Block Group 2,1260,0,0,0,0,0.0
824,Illinois,Cook County,Census Tract 714,Block Group 1,509,0,0,0,0,0.0
825,Illinois,Cook County,Census Tract 714,Block Group 2,867,0,0,0,0,0.0
826,Illinois,Cook County,Census Tract 714,Block Group 3,1090,0,0,0,0,0.0
827,Illinois,Cook County,Census Tract 714,Block Group 4,364,0,0,0,0,0.0
828,Illinois,Cook County,Census Tract 715,Block Group 1,546,0,0,0,0,0.0
829,Illinois,Cook County,Census Tract 715,Block Group 2,1034,0,0,0,0,0.0
830,Illinois,Cook County,Census Tract 715,Block Group 3,702,0,0,0,0,0.0
831,Illinois,Cook County,Census Tract 715,Block Group 4,499,54,0,0,0,0.10821643286573146
832,Illinois,Cook County,Census Tract 715,Block Group 5,476,0,0,0,0,0.0
833,Illinois,Cook County,Census Tract 715,Block Group 6,472,0,0,0,0,0.0
834,Illinois,Cook County,Census Tract 716,Block Group 1,706,15,0,0,0,0.021246458923512748
835,Illinois,Cook County,Census Tract 717,Block Group 1,346,0,0,0,0,0.0
836,Illinois,Cook County,Census Tract 717,Block Group 2,350,0,0,0,0,0.0
837,Illinois,Cook County,Census Tract 718,Block Group 1,910,20,0,0,0,0.02197802197802198
838,Illinois,Cook County,Census Tract 718,Block Group 2,265,13,0,0,0,0.04905660377358491
839,Illinois,Cook County,Census Tract 801,Block Group 1,257,0,0,0,0,0.0
840,Illinois,Cook County,Census Tract 801,Block Group 2,637,0,0,0,0,0.0
841,Illinois,Cook County,Census Tract 801,Block Group 3,1141,0,19,0,0,0.016652059596844872
842,Illinois,Cook County,Census Tract 801,Block Group 4,600,0,0,0,0,0.0
843,Illinois,Cook County,Census Tract 801,Block Group 5,714,0,0,15,0,0.02100840336134454
844,Illinois,Cook County,Census Tract 801,Block Group 6,876,0,0,0,0,0.0
845,Illinois,Cook County,Census Tract 801,Block Group 7,271,0,0,0,0,0.0
846,Illinois,Cook County,Census Tract 802.01,Block Group 1,1443,0,0,56,0,0.038808038808038806
847,Illinois,Cook County,Census Tract 802.01,Block Group 2,818,0,0,0,0,0.0
848,Illinois,Cook County,Census Tract 802.01,Block Group 3,135,0,0,0,0,0.0
849,Illinois,Cook County,Census Tract 802.02,Block Group 1,723,0,21,0,0,0.029045643153526972
850,Illinois,Cook County,Census Tract 802.02,Block Group 2,836,0,0,0,0,0.0
851,Illinois,Cook County,Census Tract 802.02,Block Group 3,1399,0,0,0,0,0.0
852,Illinois,Cook County,Census Tract 803,Block Group 1,867,0,0,0,0,0.0
853,Illinois,Cook County,Census Tract 803,Block Group 2,1285,0,0,27,0,0.021011673151750974
854,Illinois,Cook County,Census Tract 803,Block Group 3,663,101,0,0,0,0.15233785822021115
855,Illinois,Cook County,Census Tract 803,Block Group 4,664,0,0,0,0,0.0
856,Illinois,Cook County,Census Tract 804,Block Group 1,1033,0,3,0,0,0.002904162633107454
857,Illinois,Cook County,Census Tract 804,Block Group 2,216,0,0,0,0,0.0
858,Illinois,Cook County,Census Tract 804,Block Group 3,962,0,0,0,0,0.0
859,Illinois,Cook County,Census Tract 810,Block Group 1,192,0,0,0,0,0.0
860,Illinois,Cook County,Census Tract 810,Block Group 2,1698,0,54,0,0,0.03180212014134275
861,Illinois,Cook County,Census Tract 810,Block Group 3,582,0,0,28,0,0.048109965635738834
862,Illinois,Cook County,Census Tract 810,Block Group 4,863,0,0,34,0,0.039397450753186555
863,Illinois,Cook County,Census Tract 810,Block Group 5,888,29,211,0,0,0.2702702702702703
864,Illinois,Cook County,Census Tract 810,Block Group 6,1338,0,0,0,0,0.0
865,Illinois,Cook County,Census Tract 811,Block Group 1,1128,0,0,0,0,0.0
866,Illinois,Cook County,Census Tract 811,Block Group 2,682,15,0,0,0,0.021994134897360705
867,Illinois,Cook County,Census Tract 811,Block Group 3,1092,0,0,0,0,0.0
868,Illinois,Cook County,Census Tract 812.01,Block Group 1,587,0,0,0,0,0.0
869,Illinois,Cook County,Census Tract 812.01,Block Group 2,1584,0,0,0,0,0.0
870,Illinois,Cook County,Census Tract 812.01,Block Group 3,762,0,0,0,0,0.0
871,Illinois,Cook County,Census Tract 812.02,Block Group 1,590,0,0,0,0,0.0
872,Illinois,Cook County,Census Tract 812.02,Block Group 2,408,0,0,0,0,0.0
873,Illinois,Cook County,Census Tract 812.02,Block Group 3,564,0,0,23,0,0.040780141843971635
874,Illinois,Cook County,Census Tract 812.02,Block Group 4,551,0,0,0,0,0.0
875,Illinois,Cook County,Census Tract 813,Block Group 1,651,0,0,0,0,0.0
876,Illinois,Cook County,Census Tract 813,Block Group 2,309,0,0,102,0,0.3300970873786408
877,Illinois,Cook County,Census Tract 813,Block Group 3,794,0,0,0,0,0.0
878,Illinois,Cook County,Census Tract 813,Block Group 4,1364,0,21,37,0,0.04252199413489736
879,Illinois,Cook County,Census Tract 813,Block Group 5,433,0,0,20,0,0.046189376443418015
880,Illinois,Cook County,Census Tract 813,Block Group 6,287,22,0,0,0,0.07665505226480836
881,Illinois,Cook County,Census Tract 814.01,Block Group 1,765,0,11,116,0,0.16601307189542483
