,GEO_0,GEO_1,GEO_2,GEO_3,hh,spanish,euro,asian,other,limeng_pct
2584,Illinois,Cook County,Census Tract 8029,Block Group 4,426,0,32,0,19,0.11971830985915492
2585,Illinois,Cook County,Census Tract 8030.05,Block Group 1,384,0,8,0,0,0.020833333333333332
2586,Illinois,Cook County,Census Tract 8030.05,Block Group 2,775,37,118,30,0,0.23870967741935484
2587,Illinois,Cook County,Census Tract 8030.07,Block Group 1,733,17,27,26,0,0.09549795361527967
2588,Illinois,Cook County,Census Tract 8030.07,Block Group 2,689,30,33,0,0,0.09143686502177069
2589,Illinois,Cook County,Census Tract 8030.07,Block Group 3,717,0,38,0,0,0.05299860529986053
2590,Illinois,Cook County,Census Tract 8030.08,Block Group 1,507,11,0,20,0,0.0611439842209073
2591,Illinois,Cook County,Census Tract 8030.08,Block Group 2,404,0,0,0,0,0.0
2592,Illinois,Cook County,Census Tract 8030.08,Block Group 3,790,0,43,0,0,0.05443037974683544
2593,Illinois,Cook County,Census Tract 8030.10,Block Group 1,346,0,0,0,0,0.0
2594,Illinois,Cook County,Census Tract 8030.10,Block Group 2,95,0,0,0,0,0.0
2595,Illinois,Cook County,Census Tract 8030.10,Block Group 3,361,0,0,0,0,0.0
2596,Illinois,Cook County,Census Tract 8030.10,Block Group 4,941,0,0,0,0,0.0
2597,Illinois,Cook County,Census Tract 8030.12,Block Group 1,1017,13,68,9,0,0.08849557522123894
2598,Illinois,Cook County,Census Tract 8030.13,Block Group 1,1022,43,111,49,0,0.19863013698630136
2599,Illinois,Cook County,Census Tract 8030.13,Block Group 2,963,0,86,41,0,0.13187954309449637
2600,Illinois,Cook County,Census Tract 8030.13,Block Group 3,482,0,82,0,0,0.17012448132780084
2601,Illinois,Cook County,Census Tract 8030.14,Block Group 1,938,49,56,0,0,0.11194029850746269
2602,Illinois,Cook County,Census Tract 8030.14,Block Group 2,518,0,118,0,0,0.2277992277992278
2603,Illinois,Cook County,Census Tract 8030.15,Block Group 1,894,0,0,0,0,0.0
2604,Illinois,Cook County,Census Tract 8030.15,Block Group 2,696,15,111,40,0,0.23850574712643677
2605,Illinois,Cook County,Census Tract 8030.15,Block Group 3,494,0,11,0,15,0.05263157894736842
2606,Illinois,Cook County,Census Tract 8030.16,Block Group 1,937,17,15,38,0,0.07470651013874066
2607,Illinois,Cook County,Census Tract 8030.17,Block Group 1,865,0,73,0,0,0.08439306358381503
2608,Illinois,Cook County,Census Tract 8030.17,Block Group 2,876,0,14,2,0,0.0182648401826484
2609,Illinois,Cook County,Census Tract 8030.17,Block Group 3,775,46,15,54,10,0.16129032258064516
2610,Illinois,Cook County,Census Tract 8031,Block Group 1,616,6,12,0,0,0.02922077922077922
2611,Illinois,Cook County,Census Tract 8031,Block Group 2,539,0,0,15,0,0.027829313543599257
2612,Illinois,Cook County,Census Tract 8032,Block Group 1,650,0,0,0,0,0.0
2613,Illinois,Cook County,Census Tract 8032,Block Group 2,1002,0,0,0,0,0.0
2614,Illinois,Cook County,Census Tract 8032,Block Group 3,436,0,15,0,0,0.034403669724770644
2615,Illinois,Cook County,Census Tract 8033,Block Group 1,1121,0,86,12,0,0.08742194469223907
2616,Illinois,Cook County,Census Tract 8033,Block Group 2,895,0,95,0,0,0.10614525139664804
2617,Illinois,Cook County,Census Tract 8033,Block Group 3,1007,0,0,32,0,0.031777557100297914
2618,Illinois,Cook County,Census Tract 8034,Block Group 1,292,0,13,0,0,0.04452054794520548
2619,Illinois,Cook County,Census Tract 8034,Block Group 2,379,0,0,0,0,0.0
2620,Illinois,Cook County,Census Tract 8034,Block Group 3,243,0,0,0,0,0.0
2621,Illinois,Cook County,Census Tract 8034,Block Group 4,625,0,0,0,0,0.0
2622,Illinois,Cook County,Census Tract 8034,Block Group 5,323,24,13,0,0,0.11455108359133127
2623,Illinois,Cook County,Census Tract 8034,Block Group 6,321,0,0,22,0,0.06853582554517133
2624,Illinois,Cook County,Census Tract 8035,Block Group 1,402,0,0,0,0,0.0
2625,Illinois,Cook County,Census Tract 8035,Block Group 2,459,0,0,0,0,0.0
2626,Illinois,Cook County,Census Tract 8035,Block Group 3,537,40,15,0,31,0.1601489757914339
2627,Illinois,Cook County,Census Tract 8035,Block Group 4,531,0,0,0,0,0.0
2628,Illinois,Cook County,Census Tract 8035,Block Group 5,235,0,0,0,0,0.0
2629,Illinois,Cook County,Census Tract 8036.03,Block Group 1,787,0,0,14,0,0.017789072426937738
2630,Illinois,Cook County,Census Tract 8036.03,Block Group 2,382,0,22,0,0,0.05759162303664921
2631,Illinois,Cook County,Census Tract 8036.03,Block Group 3,782,0,0,33,0,0.04219948849104859
2632,Illinois,Cook County,Census Tract 8036.03,Block Group 4,366,0,0,0,0,0.0
2633,Illinois,Cook County,Census Tract 8036.04,Block Group 1,510,24,15,13,0,0.10196078431372549
2634,Illinois,Cook County,Census Tract 8036.04,Block Group 2,514,0,0,0,0,0.0
2635,Illinois,Cook County,Census Tract 8036.04,Block Group 3,430,0,9,0,0,0.020930232558139535
2636,Illinois,Cook County,Census Tract 8036.04,Block Group 4,401,0,22,0,0,0.05486284289276808
2637,Illinois,Cook County,Census Tract 8036.05,Block Group 1,596,0,20,0,0,0.03355704697986577
2638,Illinois,Cook County,Census Tract 8036.05,Block Group 2,458,0,0,0,0,0.0
2639,Illinois,Cook County,Census Tract 8036.05,Block Group 3,647,0,0,0,0,0.0
2640,Illinois,Cook County,Census Tract 8036.05,Block Group 4,182,0,0,0,0,0.0
2641,Illinois,Cook County,Census Tract 8036.05,Block Group 5,699,75,117,0,0,0.27467811158798283
2642,Illinois,Cook County,Census Tract 8036.07,Block Group 1,318,0,0,0,0,0.0
2643,Illinois,Cook County,Census Tract 8036.07,Block Group 2,320,0,0,0,0,0.0
2644,Illinois,Cook County,Census Tract 8036.07,Block Group 3,775,0,27,0,0,0.03483870967741935
2645,Illinois,Cook County,Census Tract 8036.07,Block Group 4,306,0,0,0,0,0.0
2646,Illinois,Cook County,Census Tract 8036.08,Block Group 1,973,0,0,15,0,0.015416238437821172
2647,Illinois,Cook County,Census Tract 8036.08,Block Group 2,1145,91,134,14,0,0.20873362445414848
2648,Illinois,Cook County,Census Tract 8036.08,Block Group 3,1187,0,231,7,0,0.2005054759898905
2649,Illinois,Cook County,Census Tract 8036.11,Block Group 1,408,0,117,0,20,0.33578431372549017
2650,Illinois,Cook County,Census Tract 8036.11,Block Group 2,448,326,19,0,0,0.7700892857142857
2651,Illinois,Cook County,Census Tract 8036.11,Block Group 3,334,64,23,0,0,0.26047904191616766
2652,Illinois,Cook County,Census Tract 8036.11,Block Group 4,305,0,11,0,0,0.036065573770491806
2653,Illinois,Cook County,Census Tract 8036.11,Block Group 5,678,19,54,0,0,0.10766961651917405
2654,Illinois,Cook County,Census Tract 8036.12,Block Group 1,546,58,15,16,0,0.163003663003663
2655,Illinois,Cook County,Census Tract 8036.12,Block Group 2,810,0,10,7,51,0.08395061728395062
2656,Illinois,Cook County,Census Tract 8036.13,Block Group 1,599,115,13,0,0,0.21368948247078465
2657,Illinois,Cook County,Census Tract 8036.13,Block Group 2,494,7,87,0,0,0.1902834008097166
2658,Illinois,Cook County,Census Tract 8036.14,Block Group 1,679,56,77,20,0,0.22533136966126657
2659,Illinois,Cook County,Census Tract 8036.14,Block Group 2,900,21,98,55,0,0.19333333333333333
2660,Illinois,Cook County,Census Tract 8036.15,Block Group 1,574,0,19,12,0,0.05400696864111498
2661,Illinois,Cook County,Census Tract 8036.15,Block Group 2,564,39,44,14,0,0.17198581560283688
2662,Illinois,Cook County,Census Tract 8036.16,Block Group 1,786,0,10,0,0,0.01272264631043257
2663,Illinois,Cook County,Census Tract 8036.16,Block Group 2,327,0,21,0,0,0.06422018348623854
2664,Illinois,Cook County,Census Tract 8036.16,Block Group 3,1084,0,0,0,0,0.0
2665,Illinois,Cook County,Census Tract 8037.01,Block Group 1,703,0,0,14,0,0.01991465149359886
2666,Illinois,Cook County,Census Tract 8037.01,Block Group 2,706,23,57,0,0,0.11331444759206799
2667,Illinois,Cook County,Census Tract 8037.02,Block Group 1,450,0,0,0,0,0.0
2668,Illinois,Cook County,Census Tract 8037.02,Block Group 2,575,0,0,14,0,0.02434782608695652
2669,Illinois,Cook County,Census Tract 8037.02,Block Group 3,699,0,0,0,0,0.0
2670,Illinois,Cook County,Census Tract 8037.02,Block Group 4,803,0,35,31,0,0.0821917808219178
2671,Illinois,Cook County,Census Tract 8038,Block Group 1,403,15,0,0,0,0.03722084367245657
2672,Illinois,Cook County,Census Tract 8038,Block Group 2,241,0,0,0,0,0.0
2673,Illinois,Cook County,Census Tract 8038,Block Group 3,709,7,0,0,0,0.009873060648801129
2674,Illinois,Cook County,Census Tract 8038,Block Group 4,382,0,21,0,0,0.0549738219895288
2675,Illinois,Cook County,Census Tract 8039.01,Block Group 1,1170,0,60,58,0,0.10085470085470086
2676,Illinois,Cook County,Census Tract 8039.01,Block Group 2,814,0,0,34,0,0.04176904176904177
2677,Illinois,Cook County,Census Tract 8039.02,Block Group 1,419,0,0,0,0,0.0
2678,Illinois,Cook County,Census Tract 8039.02,Block Group 2,413,13,0,0,0,0.031476997578692496
2679,Illinois,Cook County,Census Tract 8039.02,Block Group 3,374,0,16,0,0,0.0427807486631016
2680,Illinois,Cook County,Census Tract 8040,Block Group 1,810,48,10,0,9,0.08271604938271605
2681,Illinois,Cook County,Census Tract 8040,Block Group 2,1123,0,41,34,0,0.06678539626001781
2682,Illinois,Cook County,Census Tract 8041.02,Block Group 1,556,0,0,15,0,0.02697841726618705
2683,Illinois,Cook County,Census Tract 8041.02,Block Group 2,818,0,0,0,0,0.0
2684,Illinois,Cook County,Census Tract 8041.02,Block Group 3,1069,0,0,0,0,0.0
2685,Illinois,Cook County,Census Tract 8041.04,Block Group 1,649,0,10,54,0,0.09861325115562404
2686,Illinois,Cook County,Census Tract 8041.04,Block Group 2,662,0,0,58,0,0.08761329305135952
2687,Illinois,Cook County,Census Tract 8041.04,Block Group 3,504,0,0,23,0,0.04563492063492063
2688,Illinois,Cook County,Census Tract 8041.05,Block Group 1,662,0,0,0,0,0.0
2689,Illinois,Cook County,Census Tract 8041.05,Block Group 2,532,0,12,0,0,0.022556390977443608
2690,Illinois,Cook County,Census Tract 8041.05,Block Group 3,505,0,0,16,0,0.031683168316831684
2691,Illinois,Cook County,Census Tract 8041.06,Block Group 1,865,0,0,70,0,0.08092485549132948
2692,Illinois,Cook County,Census Tract 8041.06,Block Group 2,666,21,118,41,0,0.2702702702702703
2693,Illinois,Cook County,Census Tract 8041.06,Block Group 3,398,0,0,29,0,0.0728643216080402
2694,Illinois,Cook County,Census Tract 8041.06,Block Group 4,695,0,0,15,0,0.02158273381294964
2695,Illinois,Cook County,Census Tract 8041.08,Block Group 1,1204,0,94,62,0,0.12956810631229235
2696,Illinois,Cook County,Census Tract 8041.08,Block Group 2,971,42,46,83,0,0.17610710607621008
2697,Illinois,Cook County,Census Tract 8041.09,Block Group 1,356,0,0,9,0,0.025280898876404494
2698,Illinois,Cook County,Census Tract 8041.09,Block Group 2,789,12,0,0,0,0.015209125475285171
2699,Illinois,Cook County,Census Tract 8042.02,Block Group 1,670,0,0,72,0,0.10746268656716418
2700,Illinois,Cook County,Census Tract 8042.02,Block Group 2,956,0,21,29,0,0.05230125523012552
2701,Illinois,Cook County,Census Tract 8042.02,Block Group 3,908,0,0,81,0,0.08920704845814978
2702,Illinois,Cook County,Census Tract 8042.02,Block Group 4,240,0,0,0,0,0.0
2703,Illinois,Cook County,Census Tract 8042.03,Block Group 1,666,0,0,0,0,0.0
2704,Illinois,Cook County,Census Tract 8042.03,Block Group 2,445,0,13,0,0,0.029213483146067417
2705,Illinois,Cook County,Census Tract 8042.04,Block Group 1,879,0,0,0,0,0.0
2706,Illinois,Cook County,Census Tract 8042.04,Block Group 2,482,0,0,0,0,0.0
2707,Illinois,Cook County,Census Tract 8042.04,Block Group 3,496,0,7,0,0,0.014112903225806451
2708,Illinois,Cook County,Census Tract 8043.05,Block Group 1,418,119,0,0,0,0.284688995215311
2709,Illinois,Cook County,Census Tract 8043.05,Block Group 2,503,81,0,7,0,0.1749502982107356
2710,Illinois,Cook County,Census Tract 8043.05,Block Group 3,778,0,0,247,0,0.31748071979434445
2711,Illinois,Cook County,Census Tract 8043.05,Block Group 4,1008,0,3,0,0,0.002976190476190476
2712,Illinois,Cook County,Census Tract 8043.06,Block Group 1,987,69,10,0,0,0.0800405268490375
2713,Illinois,Cook County,Census Tract 8043.06,Block Group 2,286,0,0,0,0,0.0
2714,Illinois,Cook County,Census Tract 8043.06,Block Group 3,263,0,6,0,0,0.022813688212927757
2715,Illinois,Cook County,Census Tract 8043.06,Block Group 4,296,14,0,0,0,0.0472972972972973
2716,Illinois,Cook County,Census Tract 8043.08,Block Group 1,782,0,40,19,0,0.07544757033248081
2717,Illinois,Cook County,Census Tract 8043.08,Block Group 2,652,0,29,0,0,0.04447852760736196
2718,Illinois,Cook County,Census Tract 8043.08,Block Group 3,472,0,13,53,0,0.13983050847457626
2719,Illinois,Cook County,Census Tract 8043.09,Block Group 1,574,7,6,0,9,0.03832752613240418
2720,Illinois,Cook County,Census Tract 8043.09,Block Group 2,393,43,47,5,0,0.24173027989821882
2721,Illinois,Cook County,Census Tract 8043.12,Block Group 1,552,0,0,13,0,0.02355072463768116
2722,Illinois,Cook County,Census Tract 8043.13,Block Group 1,953,9,29,0,15,0.055613850996852045
2723,Illinois,Cook County,Census Tract 8043.13,Block Group 2,482,13,0,79,0,0.1908713692946058
2724,Illinois,Cook County,Census Tract 8043.13,Block Group 3,694,0,0,0,0,0.0
2725,Illinois,Cook County,Census Tract 8043.14,Block Group 1,611,0,0,29,0,0.04746317512274959
2726,Illinois,Cook County,Census Tract 8043.15,Block Group 1,891,36,27,0,0,0.0707070707070707
2727,Illinois,Cook County,Census Tract 8043.16,Block Group 1,998,44,23,8,0,0.07515030060120241
2728,Illinois,Cook County,Census Tract 8043.16,Block Group 2,563,0,9,0,0,0.015985790408525755
2729,Illinois,Cook County,Census Tract 8044.03,Block Group 1,395,41,0,12,0,0.1341772151898734
2730,Illinois,Cook County,Census Tract 8044.03,Block Group 2,888,84,0,0,0,0.0945945945945946
2731,Illinois,Cook County,Census Tract 8044.03,Block Group 3,283,0,0,0,0,0.0
2732,Illinois,Cook County,Census Tract 8044.03,Block Group 4,1226,143,35,0,0,0.14518760195758565
2733,Illinois,Cook County,Census Tract 8044.04,Block Group 1,478,18,0,0,0,0.03765690376569038
2734,Illinois,Cook County,Census Tract 8044.04,Block Group 2,326,47,0,8,0,0.1687116564417178
2735,Illinois,Cook County,Census Tract 8044.04,Block Group 3,486,8,0,16,0,0.04938271604938271
2736,Illinois,Cook County,Census Tract 8044.04,Block Group 4,394,16,0,0,0,0.04060913705583756
2737,Illinois,Cook County,Census Tract 8044.05,Block Group 1,612,28,13,0,0,0.06699346405228758
2738,Illinois,Cook County,Census Tract 8044.05,Block Group 2,466,97,0,0,0,0.20815450643776823
2739,Illinois,Cook County,Census Tract 8044.06,Block Group 1,651,14,8,0,0,0.03379416282642089
2740,Illinois,Cook County,Census Tract 8044.06,Block Group 2,541,0,0,0,0,0.0
2741,Illinois,Cook County,Census Tract 8044.06,Block Group 3,665,0,0,37,0,0.055639097744360905
2742,Illinois,Cook County,Census Tract 8045.05,Block Group 1,312,0,0,0,0,0.0
2743,Illinois,Cook County,Census Tract 8045.05,Block Group 2,312,12,0,6,0,0.057692307692307696
2744,Illinois,Cook County,Census Tract 8045.05,Block Group 3,847,23,25,0,0,0.05667060212514758
2745,Illinois,Cook County,Census Tract 8045.06,Block Group 1,421,0,17,0,0,0.040380047505938245
2746,Illinois,Cook County,Census Tract 8045.06,Block Group 2,654,0,0,0,0,0.0
2747,Illinois,Cook County,Census Tract 8045.06,Block Group 3,874,9,18,0,6,0.03775743707093822
2748,Illinois,Cook County,Census Tract 8045.08,Block Group 1,876,218,32,10,0,0.2968036529680365
2749,Illinois,Cook County,Census Tract 8045.09,Block Group 1,271,0,0,7,0,0.025830258302583026
2750,Illinois,Cook County,Census Tract 8045.09,Block Group 2,363,0,0,0,0,0.0
2751,Illinois,Cook County,Census Tract 8045.09,Block Group 3,620,175,0,0,0,0.28225806451612906
2752,Illinois,Cook County,Census Tract 8045.09,Block Group 4,343,0,0,0,0,0.0
2753,Illinois,Cook County,Census Tract 8045.10,Block Group 1,286,0,0,0,0,0.0
2754,Illinois,Cook County,Census Tract 8045.10,Block Group 2,195,0,6,0,0,0.03076923076923077
2755,Illinois,Cook County,Census Tract 8045.10,Block Group 3,551,175,0,0,0,0.3176043557168784
2756,Illinois,Cook County,Census Tract 8045.10,Block Group 4,279,0,7,0,0,0.025089605734767026
2757,Illinois,Cook County,Census Tract 8045.11,Block Group 1,289,78,0,0,0,0.2698961937716263
2758,Illinois,Cook County,Census Tract 8045.11,Block Group 2,381,35,6,0,0,0.10761154855643044
2759,Illinois,Cook County,Census Tract 8045.12,Block Group 1,556,11,26,0,0,0.06654676258992806
2760,Illinois,Cook County,Census Tract 8045.12,Block Group 2,803,13,13,18,0,0.0547945205479452
2761,Illinois,Cook County,Census Tract 8045.13,Block Group 1,364,0,0,0,0,0.0
2762,Illinois,Cook County,Census Tract 8045.13,Block Group 2,582,0,36,0,0,0.061855670103092786
2763,Illinois,Cook County,Census Tract 8045.13,Block Group 3,502,0,0,16,0,0.03187250996015936
2764,Illinois,Cook County,Census Tract 8045.14,Block Group 1,406,28,0,14,0,0.10344827586206896
2765,Illinois,Cook County,Census Tract 8045.14,Block Group 2,849,3,47,0,0,0.05889281507656066
2766,Illinois,Cook County,Census Tract 8045.14,Block Group 3,428,0,71,0,0,0.1658878504672897
2767,Illinois,Cook County,Census Tract 8046.03,Block Group 1,821,45,0,0,0,0.05481120584652863
2768,Illinois,Cook County,Census Tract 8046.03,Block Group 2,834,0,15,168,17,0.23980815347721823
2769,Illinois,Cook County,Census Tract 8046.03,Block Group 3,1181,0,0,128,0,0.10838272650296359
2770,Illinois,Cook County,Census Tract 8046.06,Block Group 1,276,0,0,0,0,0.0
2771,Illinois,Cook County,Census Tract 8046.06,Block Group 2,821,0,19,0,0,0.023142509135200974
2772,Illinois,Cook County,Census Tract 8046.06,Block Group 3,440,0,24,0,0,0.05454545454545454
2773,Illinois,Cook County,Census Tract 8046.06,Block Group 4,906,0,11,46,0,0.06291390728476821
2774,Illinois,Cook County,Census Tract 8046.07,Block Group 1,560,0,22,19,0,0.07321428571428572
2775,Illinois,Cook County,Census Tract 8046.07,Block Group 2,644,0,35,0,0,0.05434782608695652
2776,Illinois,Cook County,Census Tract 8046.07,Block Group 3,434,0,26,0,0,0.059907834101382486
2777,Illinois,Cook County,Census Tract 8046.07,Block Group 4,806,7,0,0,139,0.18114143920595532
2778,Illinois,Cook County,Census Tract 8046.08,Block Group 1,609,0,44,23,0,0.11001642036124795
2779,Illinois,Cook County,Census Tract 8046.08,Block Group 2,165,0,0,0,0,0.0
2780,Illinois,Cook County,Census Tract 8046.08,Block Group 3,787,0,15,8,0,0.029224904701397714
2781,Illinois,Cook County,Census Tract 8046.09,Block Group 1,840,0,0,76,0,0.09047619047619047
2782,Illinois,Cook County,Census Tract 8046.09,Block Group 2,1058,13,33,50,0,0.09073724007561437
2783,Illinois,Cook County,Census Tract 8046.09,Block Group 3,567,4,13,55,0,0.12698412698412698
2784,Illinois,Cook County,Census Tract 8046.10,Block Group 1,945,4,61,55,0,0.12698412698412698
2785,Illinois,Cook County,Census Tract 8046.10,Block Group 2,329,0,8,13,0,0.06382978723404255
2786,Illinois,Cook County,Census Tract 8046.11,Block Group 1,497,0,23,0,0,0.04627766599597585
2787,Illinois,Cook County,Census Tract 8046.11,Block Group 2,997,0,12,29,0,0.041123370110330994
2788,Illinois,Cook County,Census Tract 8046.11,Block Group 3,377,0,0,0,0,0.0
2789,Illinois,Cook County,Census Tract 8047.01,Block Group 1,466,37,45,0,0,0.1759656652360515
2790,Illinois,Cook County,Census Tract 8047.01,Block Group 2,615,0,72,20,0,0.14959349593495935
2791,Illinois,Cook County,Census Tract 8047.01,Block Group 3,612,0,110,36,0,0.238562091503268
2792,Illinois,Cook County,Census Tract 8047.01,Block Group 4,702,0,17,15,0,0.045584045584045586
2793,Illinois,Cook County,Census Tract 8047.05,Block Group 1,525,20,19,2,0,0.07809523809523809
2794,Illinois,Cook County,Census Tract 8047.05,Block Group 2,762,18,21,0,0,0.051181102362204724
2795,Illinois,Cook County,Census Tract 8047.05,Block Group 3,431,8,12,10,0,0.06960556844547564
2796,Illinois,Cook County,Census Tract 8047.06,Block Group 1,442,0,0,3,0,0.006787330316742082
2797,Illinois,Cook County,Census Tract 8047.06,Block Group 2,271,0,0,11,0,0.04059040590405904
2798,Illinois,Cook County,Census Tract 8047.09,Block Group 1,340,0,45,27,0,0.21176470588235294
2799,Illinois,Cook County,Census Tract 8047.09,Block Group 2,893,0,11,15,0,0.029115341545352745
2800,Illinois,Cook County,Census Tract 8047.09,Block Group 3,911,0,0,1,0,0.0010976948408342481
2801,Illinois,Cook County,Census Tract 8047.09,Block Group 4,571,13,33,0,0,0.08056042031523643
2802,Illinois,Cook County,Census Tract 8047.09,Block Group 5,351,0,0,0,0,0.0
2803,Illinois,Cook County,Census Tract 8047.10,Block Group 1,338,0,1,8,0,0.026627218934911243
2804,Illinois,Cook County,Census Tract 8047.10,Block Group 2,294,0,0,19,0,0.06462585034013606
2805,Illinois,Cook County,Census Tract 8047.10,Block Group 3,590,11,12,0,0,0.03898305084745763
2806,Illinois,Cook County,Census Tract 8047.10,Block Group 4,208,0,0,10,0,0.04807692307692308
2807,Illinois,Cook County,Census Tract 8047.11,Block Group 1,608,59,11,0,11,0.13322368421052633
2808,Illinois,Cook County,Census Tract 8047.11,Block Group 2,341,0,16,0,0,0.0469208211143695
2809,Illinois,Cook County,Census Tract 8047.11,Block Group 3,1346,0,66,45,0,0.0824665676077266
2810,Illinois,Cook County,Census Tract 8047.11,Block Group 4,310,0,0,0,0,0.0
2811,Illinois,Cook County,Census Tract 8047.12,Block Group 1,835,84,13,0,0,0.11616766467065869
2812,Illinois,Cook County,Census Tract 8047.12,Block Group 2,312,0,0,0,0,0.0
2813,Illinois,Cook County,Census Tract 8047.12,Block Group 3,730,0,20,0,0,0.0273972602739726
2814,Illinois,Cook County,Census Tract 8047.13,Block Group 1,634,19,0,0,0,0.02996845425867508
2815,Illinois,Cook County,Census Tract 8047.13,Block Group 2,827,22,16,18,0,0.06771463119709795
2816,Illinois,Cook County,Census Tract 8047.13,Block Group 3,414,14,0,0,0,0.033816425120772944
2817,Illinois,Cook County,Census Tract 8047.13,Block Group 4,276,0,0,0,0,0.0
2818,Illinois,Cook County,Census Tract 8047.14,Block Group 1,493,17,25,16,0,0.11764705882352941
2819,Illinois,Cook County,Census Tract 8047.14,Block Group 2,550,0,0,6,0,0.01090909090909091
2820,Illinois,Cook County,Census Tract 8047.14,Block Group 3,318,0,0,0,0,0.0
2821,Illinois,Cook County,Census Tract 8047.15,Block Group 1,639,111,28,9,13,0.2519561815336463
2822,Illinois,Cook County,Census Tract 8047.15,Block Group 2,557,102,137,41,0,0.5026929982046678
2823,Illinois,Cook County,Census Tract 8047.16,Block Group 1,550,39,0,22,0,0.11090909090909092
2824,Illinois,Cook County,Census Tract 8047.16,Block Group 2,557,0,0,10,0,0.017953321364452424
2825,Illinois,Cook County,Census Tract 8047.16,Block Group 3,434,18,10,33,0,0.14055299539170507
2826,Illinois,Cook County,Census Tract 8048.03,Block Group 1,518,0,0,0,0,0.0
2827,Illinois,Cook County,Census Tract 8048.03,Block Group 2,548,0,0,0,0,0.0
2828,Illinois,Cook County,Census Tract 8048.03,Block Group 3,780,12,40,0,0,0.06666666666666667
2829,Illinois,Cook County,Census Tract 8048.04,Block Group 1,433,0,0,0,35,0.08083140877598152
2830,Illinois,Cook County,Census Tract 8048.04,Block Group 2,1056,27,104,21,0,0.14393939393939395
2831,Illinois,Cook County,Census Tract 8048.04,Block Group 3,342,17,0,0,0,0.049707602339181284
2832,Illinois,Cook County,Census Tract 8048.04,Block Group 4,744,0,20,0,0,0.026881720430107527
2833,Illinois,Cook County,Census Tract 8048.05,Block Group 1,631,0,15,29,0,0.06973058637083994
2834,Illinois,Cook County,Census Tract 8048.05,Block Group 2,311,0,35,0,0,0.11254019292604502
2835,Illinois,Cook County,Census Tract 8048.05,Block Group 3,431,0,0,0,0,0.0
2836,Illinois,Cook County,Census Tract 8048.05,Block Group 4,1153,0,0,31,0,0.026886383347788378
2837,Illinois,Cook County,Census Tract 8048.06,Block Group 1,279,38,8,10,0,0.2007168458781362
2838,Illinois,Cook County,Census Tract 8048.06,Block Group 2,278,0,0,0,0,0.0
2839,Illinois,Cook County,Census Tract 8048.06,Block Group 3,504,0,11,7,19,0.07341269841269842
2840,Illinois,Cook County,Census Tract 8048.07,Block Group 1,333,23,0,0,0,0.06906906906906907
2841,Illinois,Cook County,Census Tract 8048.07,Block Group 2,426,0,0,0,0,0.0
2842,Illinois,Cook County,Census Tract 8048.07,Block Group 3,780,0,40,18,0,0.07435897435897436
2843,Illinois,Cook County,Census Tract 8048.07,Block Group 4,350,0,0,0,0,0.0
2844,Illinois,Cook County,Census Tract 8048.08,Block Group 1,290,0,0,0,0,0.0
2845,Illinois,Cook County,Census Tract 8048.08,Block Group 2,356,0,32,4,0,0.10112359550561797
2846,Illinois,Cook County,Census Tract 8048.08,Block Group 3,266,0,9,0,0,0.03383458646616541
2847,Illinois,Cook County,Census Tract 8048.09,Block Group 1,477,0,41,12,0,0.1111111111111111
2848,Illinois,Cook County,Census Tract 8048.09,Block Group 2,746,0,12,0,0,0.0160857908847185
2849,Illinois,Cook County,Census Tract 8048.09,Block Group 3,388,14,34,10,0,0.14948453608247422
2850,Illinois,Cook County,Census Tract 8048.10,Block Group 1,580,0,39,28,0,0.11551724137931034
2851,Illinois,Cook County,Census Tract 8048.10,Block Group 2,242,0,0,0,0,0.0
2852,Illinois,Cook County,Census Tract 8048.10,Block Group 3,1102,25,58,20,0,0.09346642468239565
2853,Illinois,Cook County,Census Tract 8048.10,Block Group 4,860,0,128,0,0,0.14883720930232558
2854,Illinois,Cook County,Census Tract 8049.01,Block Group 1,953,0,67,21,0,0.09233997901364113
2855,Illinois,Cook County,Census Tract 8049.01,Block Group 2,388,0,0,0,0,0.0
2856,Illinois,Cook County,Census Tract 8049.01,Block Group 3,507,0,0,0,0,0.0
2857,Illinois,Cook County,Census Tract 8049.01,Block Group 4,299,0,54,0,0,0.1806020066889632
2858,Illinois,Cook County,Census Tract 8049.01,Block Group 5,304,0,0,0,0,0.0
2859,Illinois,Cook County,Census Tract 8049.01,Block Group 6,213,0,0,0,0,0.0
2860,Illinois,Cook County,Census Tract 8049.02,Block Group 1,429,0,17,0,0,0.039627039627039624
2861,Illinois,Cook County,Census Tract 8049.02,Block Group 2,619,11,25,0,0,0.05815831987075929
2862,Illinois,Cook County,Census Tract 8049.02,Block Group 3,248,0,18,0,0,0.07258064516129033
2863,Illinois,Cook County,Census Tract 8049.02,Block Group 4,598,0,0,9,0,0.015050167224080268
2864,Illinois,Cook County,Census Tract 8049.02,Block Group 5,235,0,0,7,0,0.029787234042553193
2865,Illinois,Cook County,Census Tract 8050.01,Block Group 1,401,0,14,0,10,0.059850374064837904
2866,Illinois,Cook County,Census Tract 8050.01,Block Group 2,431,0,0,0,0,0.0
2867,Illinois,Cook County,Census Tract 8050.01,Block Group 3,638,0,0,0,0,0.0
2868,Illinois,Cook County,Census Tract 8050.01,Block Group 4,368,9,0,0,0,0.024456521739130436
2869,Illinois,Cook County,Census Tract 8050.02,Block Group 1,781,20,0,0,0,0.02560819462227913
