,GEO_0,GEO_1,GEO_2,GEO_3,median_HH_income,per_capita_income,gini_index,pop_FPL_total,pop_FPL_LT50,pop_FPL_50_99,below_poverty_pct
0,Kentucky,,,,63726.0,35821.0,0.477,4409674,335476,372845,0.1606
0,Kentucky,Adair County,,,53553.0,28489.0,0.4725,17871,1686,1601,0.1839
1,Kentucky,Allen County,,,61403.0,30852.0,0.4349,20974,950,1872,0.1345
2,Kentucky,Anderson County,,,74488.0,35735.0,0.3973,24206,935,1841,0.1147
3,Kentucky,Ballard County,,,66164.0,35589.0,0.4354,7509,518,609,0.1501
4,Kentucky,Barren County,,,50628.0,29914.0,0.4791,44130,4193,4365,0.1939
5,Kentucky,Bath County,,,56541.0,29906.0,0.5405,12710,1331,1886,0.2531
6,Kentucky,Bell County,,,31354.0,21704.0,0.5103,22735,2856,3697,0.2882
7,Kentucky,Boone County,,,99414.0,46264.0,0.419,138597,4165,4566,0.063
8,Kentucky,Bourbon County,,,61354.0,33889.0,0.4636,20061,1103,1754,0.1424
9,Kentucky,Boyd County,,,61118.0,31752.0,0.4582,45906,3469,4311,0.1695
10,Kentucky,Boyle County,,,61159.0,31524.0,0.4572,27902,2171,2194,0.1564
11,Kentucky,Bracken County,,,66319.0,33389.0,0.4421,8355,794,837,0.1952
12,Kentucky,Breathitt County,,,34808.0,22593.0,0.4906,13071,1951,2380,0.3313
13,Kentucky,Breckinridge County,,,55843.0,30854.0,0.4707,20433,1845,2519,0.2136
14,Kentucky,Bullitt County,,,80558.0,38684.0,0.4031,83620,3436,4668,0.0969
15,Kentucky,Butler County,,,56092.0,27030.0,0.4207,12025,820,1647,0.2052
16,Kentucky,Caldwell County,,,59583.0,30830.0,0.4279,12458,799,1088,0.1515
17,Kentucky,Calloway County,,,52706.0,29867.0,0.468,35367,3160,2923,0.172
18,Kentucky,Campbell County,,,77567.0,46100.0,0.4765,90819,5323,4757,0.111
19,Kentucky,Carlisle County,,,62439.0,33432.0,0.45,4695,264,444,0.1508
20,Kentucky,Carroll County,,,56466.0,29735.0,0.4604,10688,1505,967,0.2313
21,Kentucky,Carter County,,,51235.0,27994.0,0.4563,25715,1815,3117,0.1918
22,Kentucky,Casey County,,,45510.0,26254.0,0.4867,15530,1298,2076,0.2173
23,Kentucky,Christian County,,,55494.0,27039.0,0.4365,67311,5271,6255,0.1712
24,Kentucky,Clark County,,,64348.0,37681.0,0.4844,36421,2337,2973,0.1458
25,Kentucky,Clay County,,,40900.0,21846.0,0.4715,18338,2169,3764,0.3235
26,Kentucky,Clinton County,,,44844.0,24457.0,0.4277,9059,590,993,0.1747
27,Kentucky,Crittenden County,,,46656.0,28700.0,0.4558,8754,799,752,0.1772
28,Kentucky,Cumberland County,,,40000.0,24221.0,0.4527,5835,492,955,0.248
29,Kentucky,Daviess County,,,68214.0,36554.0,0.467,101047,8613,6261,0.1472
30,Kentucky,Edmonson County,,,54937.0,29834.0,0.4485,12196,708,1160,0.1532
31,Kentucky,Elliott County,,,45776.0,21178.0,0.4478,6274,701,875,0.2512
32,Kentucky,Estill County,,,46051.0,25226.0,0.4457,13771,1101,1755,0.2074
33,Kentucky,Fayette County,,,69479.0,43790.0,0.4921,311423,24115,22366,0.1493
34,Kentucky,Fleming County,,,49307.0,25869.0,0.4422,15265,1765,1468,0.2118
35,Kentucky,Floyd County,,,41279.0,25406.0,0.4892,34265,4981,4630,0.2805
36,Kentucky,Franklin County,,,65298.0,39218.0,0.452,50114,3052,3777,0.1363
37,Kentucky,Fulton County,,,38217.0,21434.0,0.4437,5897,884,448,0.2259
38,Kentucky,Gallatin County,,,63346.0,32778.0,0.4397,8675,667,531,0.1381
39,Kentucky,Garrard County,,,63087.0,30524.0,0.4286,17394,1341,1430,0.1593
40,Kentucky,Grant County,,,69178.0,31323.0,0.4034,25067,916,2025,0.1173
41,Kentucky,Graves County,,,50772.0,30535.0,0.495,36148,3395,3781,0.1985
42,Kentucky,Grayson County,,,50757.0,28372.0,0.4823,26073,2558,2675,0.2007
43,Kentucky,Green County,,,46798.0,26178.0,0.4732,11203,974,1314,0.2042
44,Kentucky,Greenup County,,,60751.0,33527.0,0.4727,34913,1951,3436,0.1543
45,Kentucky,Hancock County,,,65464.0,31584.0,0.405,8894,715,730,0.1625
46,Kentucky,Hardin County,,,67647.0,37638.0,0.4639,109106,5499,8746,0.1306
47,Kentucky,Harlan County,,,41693.0,22319.0,0.4634,25114,2850,4024,0.2737
48,Kentucky,Harrison County,,,66442.0,33578.0,0.4609,18863,1736,1497,0.1714
49,Kentucky,Hart County,,,52285.0,26411.0,0.4506,19119,1526,2165,0.1931
50,Kentucky,Henderson County,,,58851.0,32844.0,0.4383,43400,2831,3517,0.1463
51,Kentucky,Henry County,,,63347.0,31532.0,0.4493,15750,1206,1380,0.1642
52,Kentucky,Hickman County,,,60867.0,32313.0,0.4511,4239,363,505,0.2048
53,Kentucky,Hopkins County,,,56815.0,29287.0,0.4397,43786,4733,4015,0.1998
54,Kentucky,Jackson County,,,40000.0,22925.0,0.438,12896,738,1771,0.1946
55,Kentucky,Jefferson County,,,69866.0,42087.0,0.4811,768974,55361,54537,0.1429
56,Kentucky,Jessamine County,,,74576.0,41505.0,0.5163,53119,3010,2979,0.1127
57,Kentucky,Johnson County,,,44904.0,25175.0,0.4781,21743,2348,2608,0.2279
58,Kentucky,Kenton County,,,80548.0,43733.0,0.4576,169550,9639,10449,0.1185
59,Kentucky,Knott County,,,41761.0,23721.0,0.45,13341,1539,1571,0.2331
60,Kentucky,Knox County,,,32527.0,20708.0,0.5246,29162,6015,4747,0.369
61,Kentucky,Larue County,,,67067.0,29539.0,0.4022,14839,1326,1332,0.1791
62,Kentucky,Laurel County,,,57771.0,27836.0,0.4419,61342,6700,5852,0.2046
63,Kentucky,Lawrence County,,,46772.0,25890.0,0.4749,15943,1461,2011,0.2178
64,Kentucky,Lee County,,,37568.0,21415.0,0.4591,6238,500,1207,0.2736
65,Kentucky,Leslie County,,,35934.0,23827.0,0.4684,9732,889,2058,0.3028
66,Kentucky,Letcher County,,,41793.0,22681.0,0.4295,20365,2001,2958,0.2435
67,Kentucky,Lewis County,,,46838.0,26242.0,0.4698,12826,1571,1254,0.2203
68,Kentucky,Lincoln County,,,52440.0,28170.0,0.4605,24136,1422,2509,0.1629
69,Kentucky,Livingston County,,,58984.0,31334.0,0.4242,8837,1037,665,0.1926
70,Kentucky,Logan County,,,60382.0,29489.0,0.4304,27635,2124,2505,0.1675
71,Kentucky,Lyon County,,,65066.0,34672.0,0.4516,7331,362,337,0.0953
72,Kentucky,McCracken County,,,64373.0,39193.0,0.4959,66314,4567,5489,0.1516
73,Kentucky,McCreary County,,,33750.0,17150.0,0.4899,15076,2444,3414,0.3886
74,Kentucky,McLean County,,,65596.0,33651.0,0.43,9005,503,348,0.0945
75,Kentucky,Madison County,,,63351.0,32828.0,0.436,90041,5810,7752,0.1506
76,Kentucky,Magoffin County,,,33080.0,21190.0,0.4949,11150,2218,2037,0.3816
77,Kentucky,Marion County,,,59627.0,29597.0,0.4317,18993,1390,1834,0.1697
78,Kentucky,Marshall County,,,65831.0,34734.0,0.429,31010,1902,1904,0.1227
79,Kentucky,Martin County,,,37042.0,26524.0,0.5715,9628,1541,1653,0.3317
80,Kentucky,Mason County,,,52178.0,31189.0,0.4995,16675,1829,1308,0.1881
81,Kentucky,Meade County,,,74355.0,36483.0,0.4091,29887,1666,1988,0.1223
82,Kentucky,Menifee County,,,45096.0,25879.0,0.4748,6174,662,1000,0.2692
83,Kentucky,Mercer County,,,64824.0,33683.0,0.415,22734,1051,1373,0.1066
84,Kentucky,Metcalfe County,,,51473.0,27314.0,0.4423,10341,932,1913,0.2751
85,Kentucky,Monroe County,,,51280.0,27296.0,0.4428,11123,1153,1305,0.221
86,Kentucky,Montgomery County,,,56396.0,29716.0,0.4401,27923,1890,2413,0.1541
87,Kentucky,Morgan County,,,47913.0,25674.0,0.4943,12339,988,1118,0.1707
88,Kentucky,Muhlenberg County,,,51927.0,30585.0,0.4737,29342,2437,2954,0.1837
89,Kentucky,Nelson County,,,69562.0,35010.0,0.4315,47097,2483,2626,0.1085
90,Kentucky,Nicholas County,,,59531.0,25299.0,0.3964,7586,596,737,0.1757
91,Kentucky,Ohio County,,,57798.0,28772.0,0.4268,23269,1518,1401,0.1254
92,Kentucky,Oldham County,,,122497.0,54496.0,0.4503,65236,1264,1542,0.043
93,Kentucky,Owen County,,,61134.0,30369.0,0.4136,11207,829,1220,0.1828
94,Kentucky,Owsley County,,,22188.0,18731.0,0.5624,3862,760,636,0.3615
95,Kentucky,Pendleton County,,,64669.0,31070.0,0.4322,14503,1112,1196,0.1591
96,Kentucky,Perry County,,,42181.0,28931.0,0.5575,26736,3850,3325,0.2684
97,Kentucky,Pike County,,,44312.0,27048.0,0.4997,55483,6046,7478,0.2438
98,Kentucky,Powell County,,,40309.0,23040.0,0.4672,12652,1152,1692,0.2248
99,Kentucky,Pulaski County,,,51898.0,29394.0,0.474,64553,5027,7697,0.1971
100,Kentucky,Robertson County,,,51830.0,26050.0,0.487,2225,157,313,0.2112
101,Kentucky,Rockcastle County,,,48862.0,27074.0,0.4823,15732,2000,2033,0.2564
102,Kentucky,Rowan County,,,54321.0,30395.0,0.5101,21551,1921,3299,0.2422
103,Kentucky,Russell County,,,44738.0,29055.0,0.4959,17836,1260,2862,0.2311
104,Kentucky,Scott County,,,85158.0,41521.0,0.4133,58193,3255,2899,0.1058
105,Kentucky,Shelby County,,,82604.0,39890.0,0.4366,47691,2554,2069,0.0969
106,Kentucky,Simpson County,,,59858.0,31249.0,0.4414,19493,1760,1271,0.1555
107,Kentucky,Spencer County,,,102618.0,43368.0,0.3945,20074,1110,866,0.0984
108,Kentucky,Taylor County,,,60456.0,28896.0,0.4282,25167,2064,2329,0.1746
109,Kentucky,Todd County,,,61103.0,32149.0,0.4966,12258,1454,1106,0.2088
110,Kentucky,Trigg County,,,59857.0,32472.0,0.4446,14224,1017,1913,0.206
111,Kentucky,Trimble County,,,66027.0,34349.0,0.4679,8441,563,558,0.1328
112,Kentucky,Union County,,,60327.0,30559.0,0.4476,13043,1528,877,0.1844
113,Kentucky,Warren County,,,65794.0,35497.0,0.4796,134893,11907,11039,0.1701
114,Kentucky,Washington County,,,61616.0,32046.0,0.445,11938,458,1064,0.1275
115,Kentucky,Wayne County,,,45739.0,25596.0,0.4746,19320,1975,2808,0.2476
116,Kentucky,Webster County,,,59628.0,27267.0,0.4116,12521,740,953,0.1352
117,Kentucky,Whitley County,,,44615.0,23353.0,0.4797,35111,4448,4801,0.2634
118,Kentucky,Wolfe County,,,30417.0,17627.0,0.4185,6291,776,1598,0.3774
119,Kentucky,Woodford County,,,83788.0,43877.0,0.44,26633,1640,1162,0.1052
0,Kentucky,Adair County,Census Tract 9701,,55074.0,26095.0,0.3834,1594,64,281,0.2164
1,Kentucky,Adair County,Census Tract 9702,,61000.0,31518.0,0.3774,1869,223,60,0.1514
2,Kentucky,Adair County,Census Tract 9703,,41984.0,20887.0,0.4263,2876,232,502,0.2552
3,Kentucky,Adair County,Census Tract 9704.01,,55557.0,34760.0,0.52,4220,191,366,0.132
4,Kentucky,Adair County,Census Tract 9704.02,,53711.0,25053.0,0.4718,3437,177,184,0.105
5,Kentucky,Adair County,Census Tract 9705,,60938.0,33046.0,0.4603,2296,523,113,0.277
6,Kentucky,Adair County,Census Tract 9706,,39464.0,27127.0,0.4815,1579,276,95,0.235
7,Kentucky,Allen County,Census Tract 9201,,74813.0,38260.0,0.4132,3269,316,21,0.1031
8,Kentucky,Allen County,Census Tract 9202,,75234.0,29732.0,0.4072,3629,114,353,0.1287
9,Kentucky,Allen County,Census Tract 9203,,42793.0,27397.0,0.4074,4575,146,404,0.1202
10,Kentucky,Allen County,Census Tract 9204,,64479.0,34640.0,0.5101,4558,142,801,0.2069
11,Kentucky,Allen County,Census Tract 9205,,54825.0,26358.0,0.3943,1621,116,104,0.1357
12,Kentucky,Allen County,Census Tract 9206,,64469.0,26580.0,0.3267,3322,116,189,0.0918
13,Kentucky,Anderson County,Census Tract 9501.01,,61071.0,36134.0,0.3575,1821,123,35,0.0868
14,Kentucky,Anderson County,Census Tract 9501.02,,70625.0,35666.0,0.4124,6791,345,641,0.1452
15,Kentucky,Anderson County,Census Tract 9502.01,,71188.0,33471.0,0.4054,6044,262,42,0.0503
16,Kentucky,Anderson County,Census Tract 9502.02,,85721.0,37575.0,0.3648,3982,87,409,0.1246
17,Kentucky,Anderson County,Census Tract 9503,,79036.0,39251.0,0.401,2663,104,362,0.175
18,Kentucky,Anderson County,Census Tract 9504,,67722.0,34711.0,0.3821,2905,14,352,0.126
19,Kentucky,Ballard County,Census Tract 9501,,73750.0,37061.0,0.4161,3922,198,165,0.0926
20,Kentucky,Ballard County,Census Tract 9502,,47025.0,34065.0,0.484,1292,135,112,0.1912
21,Kentucky,Ballard County,Census Tract 9503,,60918.0,33941.0,0.43,2295,185,332,0.2253
22,Kentucky,Barren County,Census Tract 9501,,68920.0,45460.0,0.5544,3610,134,301,0.1205
23,Kentucky,Barren County,Census Tract 9502,,31850.0,23402.0,0.4934,3447,479,471,0.2756
24,Kentucky,Barren County,Census Tract 9503,,47299.0,26086.0,0.4085,4037,267,248,0.1276
25,Kentucky,Barren County,Census Tract 9504.01,,37045.0,18566.0,0.3791,2690,148,466,0.2283
26,Kentucky,Barren County,Census Tract 9504.02,,37500.0,32586.0,0.6272,3592,406,772,0.328
27,Kentucky,Barren County,Census Tract 9505,,49032.0,30447.0,0.4682,3823,439,119,0.146
28,Kentucky,Barren County,Census Tract 9506.01,,36163.0,24983.0,0.5471,3023,417,426,0.2789
29,Kentucky,Barren County,Census Tract 9506.02,,71200.0,34267.0,0.3006,2873,167,92,0.0901
30,Kentucky,Barren County,Census Tract 9507.01,,57165.0,28624.0,0.3505,2037,98,74,0.0844
31,Kentucky,Barren County,Census Tract 9507.02,,79358.0,33573.0,0.3501,3549,120,96,0.0609
32,Kentucky,Barren County,Census Tract 9508,,58382.0,29184.0,0.4352,4041,282,508,0.1955
33,Kentucky,Barren County,Census Tract 9509,,57667.0,31594.0,0.4775,3990,535,401,0.2346
34,Kentucky,Barren County,Census Tract 9510,,49630.0,26916.0,0.446,3418,701,391,0.3195
35,Kentucky,Bath County,Census Tract 9701,,48750.0,23502.0,0.4765,2396,171,509,0.2838
36,Kentucky,Bath County,Census Tract 9702.01,,62612.0,42800.0,0.6885,2811,223,401,0.222
37,Kentucky,Bath County,Census Tract 9702.02,,50168.0,24536.0,0.4374,4152,559,615,0.2828
38,Kentucky,Bath County,Census Tract 9703,,67101.0,29920.0,0.4175,3351,378,361,0.2205
39,Kentucky,Bell County,Census Tract 9601,,44688.0,24597.0,0.4398,1780,143,221,0.2045
40,Kentucky,Bell County,Census Tract 9602,,31340.0,22336.0,0.5264,3411,355,606,0.2817
41,Kentucky,Bell County,Census Tract 9603,,63594.0,28706.0,0.4556,2041,361,79,0.2156
42,Kentucky,Bell County,Census Tract 9604,,30110.0,15069.0,0.4214,1706,317,271,0.3447
43,Kentucky,Bell County,Census Tract 9605,,21875.0,14265.0,0.5611,1752,346,311,0.375
44,Kentucky,Bell County,Census Tract 9606,,22632.0,20248.0,0.5463,3943,603,902,0.3817
45,Kentucky,Bell County,Census Tract 9607,,49883.0,27268.0,0.4432,2830,388,152,0.1908
46,Kentucky,Bell County,Census Tract 9608,,25137.0,21853.0,0.5106,2863,46,872,0.3206
47,Kentucky,Bell County,Census Tract 9611,,34900.0,18591.0,0.4411,2409,297,283,0.2408
48,Kentucky,Boone County,Census Tract 701.01,,48107.0,42266.0,0.5657,4203,112,733,0.201
49,Kentucky,Boone County,Census Tract 701.02,,60813.0,27032.0,0.3271,2752,49,73,0.0443
50,Kentucky,Boone County,Census Tract 702.01,,61940.0,32210.0,0.3377,3797,231,318,0.1446
51,Kentucky,Boone County,Census Tract 702.02,,63313.0,26411.0,0.3657,3617,407,350,0.2093
52,Kentucky,Boone County,Census Tract 703.01,,65333.0,27673.0,0.4414,5718,699,453,0.2015
53,Kentucky,Boone County,Census Tract 703.05,,102965.0,50184.0,0.3225,6960,278,71,0.0501
54,Kentucky,Boone County,Census Tract 703.09,,137415.0,53283.0,0.3477,6707,44,150,0.0289
55,Kentucky,Boone County,Census Tract 703.11,,55262.0,25176.0,0.3696,2883,123,87,0.0728
56,Kentucky,Boone County,Census Tract 703.12,,80446.0,35437.0,0.3126,3294,179,135,0.0953
57,Kentucky,Boone County,Census Tract 703.13,,86635.0,39354.0,0.3799,4263,59,58,0.0274
58,Kentucky,Boone County,Census Tract 703.14,,111481.0,48553.0,0.3407,5673,65,89,0.0271
59,Kentucky,Boone County,Census Tract 703.15,,85053.0,45175.0,0.3866,5793,68,49,0.0202
60,Kentucky,Boone County,Census Tract 703.16,,109788.0,56784.0,0.414,6229,109,160,0.0432
61,Kentucky,Boone County,Census Tract 703.17,,128409.0,46297.0,0.3504,5419,54,127,0.0334
62,Kentucky,Boone County,Census Tract 703.18,,114893.0,43588.0,0.3402,9649,58,146,0.0211
63,Kentucky,Boone County,Census Tract 704.03,,171632.0,66890.0,0.3623,6623,50,0,0.0075
64,Kentucky,Boone County,Census Tract 704.04,,138281.0,60858.0,0.3516,4265,112,17,0.0302
65,Kentucky,Boone County,Census Tract 704.05,,120483.0,54242.0,0.3245,2316,10,7,0.0073
66,Kentucky,Boone County,Census Tract 704.06,,103793.0,40780.0,0.2885,2601,14,121,0.0519
67,Kentucky,Boone County,Census Tract 704.07,,127799.0,50604.0,0.5069,3806,359,149,0.1335
68,Kentucky,Boone County,Census Tract 705.02,,99083.0,38210.0,0.3551,4001,100,156,0.064
69,Kentucky,Boone County,Census Tract 705.03,,97588.0,44339.0,0.3718,6545,173,182,0.0542
70,Kentucky,Boone County,Census Tract 705.05,,123021.0,42753.0,0.306,3582,86,68,0.043
71,Kentucky,Boone County,Census Tract 705.06,,127608.0,40954.0,0.2546,3955,115,81,0.0496
72,Kentucky,Boone County,Census Tract 706.01,,112370.0,41773.0,0.4022,3548,38,49,0.0245
73,Kentucky,Boone County,Census Tract 706.04,,125813.0,49780.0,0.3555,2926,20,150,0.0581
74,Kentucky,Boone County,Census Tract 706.05,,164395.0,83685.0,0.4772,7385,117,187,0.0412
75,Kentucky,Boone County,Census Tract 706.06,,76186.0,29375.0,0.4228,5743,429,349,0.1355
76,Kentucky,Boone County,Census Tract 706.07,,120163.0,46762.0,0.3574,4327,7,51,0.0134
77,Kentucky,Boone County,Census Tract 9801,,,35906.0,0.0088,17,0,0,0.0
78,Kentucky,Bourbon County,Census Tract 301.01,,56149.0,35994.0,0.4465,1933,197,156,0.1826
79,Kentucky,Bourbon County,Census Tract 301.02,,80339.0,40362.0,0.4643,1784,14,136,0.0841
80,Kentucky,Bourbon County,Census Tract 302.01,,58125.0,27034.0,0.3993,4509,190,419,0.1351
81,Kentucky,Bourbon County,Census Tract 302.02,,34375.0,29448.0,0.4933,1732,69,313,0.2206
82,Kentucky,Bourbon County,Census Tract 303,,76795.0,40105.0,0.4385,3452,106,189,0.0855
83,Kentucky,Bourbon County,Census Tract 304,,83696.0,39385.0,0.4717,2101,89,104,0.0919
84,Kentucky,Bourbon County,Census Tract 305,,46528.0,30410.0,0.5112,2468,294,263,0.2257
85,Kentucky,Bourbon County,Census Tract 306,,61674.0,33345.0,0.4344,2082,144,174,0.1527
86,Kentucky,Boyd County,Census Tract 302,,40365.0,28029.0,0.4885,1380,273,204,0.3457
87,Kentucky,Boyd County,Census Tract 303,,41851.0,38028.0,0.613,2011,285,359,0.3202
88,Kentucky,Boyd County,Census Tract 304,,59844.0,29636.0,0.4594,2518,196,378,0.228
89,Kentucky,Boyd County,Census Tract 305,,65500.0,32847.0,0.4077,4441,202,569,0.1736
90,Kentucky,Boyd County,Census Tract 306,,69696.0,39965.0,0.3912,3788,220,149,0.0974
91,Kentucky,Boyd County,Census Tract 307,,45909.0,30671.0,0.4299,3091,368,318,0.2219
92,Kentucky,Boyd County,Census Tract 308,,32764.0,24213.0,0.5107,3862,374,830,0.3118
93,Kentucky,Boyd County,Census Tract 309,,70792.0,26490.0,0.3715,4634,247,226,0.1021
94,Kentucky,Boyd County,Census Tract 310.01,,73125.0,40025.0,0.4727,1026,100,48,0.1442
95,Kentucky,Boyd County,Census Tract 310.03,,84904.0,29533.0,0.4175,2103,72,40,0.0533
96,Kentucky,Boyd County,Census Tract 310.04,,64096.0,28771.0,0.4446,4295,303,346,0.1511
97,Kentucky,Boyd County,Census Tract 311.01,,71103.0,33480.0,0.405,5176,112,450,0.1086
98,Kentucky,Boyd County,Census Tract 311.02,,101150.0,45564.0,0.5062,2396,185,76,0.1089
99,Kentucky,Boyd County,Census Tract 312,,62799.0,32482.0,0.3854,3353,307,207,0.1533
100,Kentucky,Boyd County,Census Tract 313,,48420.0,25072.0,0.4392,1832,225,111,0.1834
101,Kentucky,Boyle County,Census Tract 9301,,66406.0,32899.0,0.4165,5353,238,247,0.0906
102,Kentucky,Boyle County,Census Tract 9302,,73029.0,39299.0,0.4293,4345,358,173,0.1222
103,Kentucky,Boyle County,Census Tract 9303,,39352.0,16557.0,0.4437,1870,224,229,0.2422
104,Kentucky,Boyle County,Census Tract 9304,,43311.0,27297.0,0.4232,4117,513,305,0.1987
105,Kentucky,Boyle County,Census Tract 9305,,71638.0,48531.0,0.5296,3231,110,437,0.1693
106,Kentucky,Boyle County,Census Tract 9306,,64925.0,30671.0,0.4118,4081,228,202,0.1054
107,Kentucky,Boyle County,Census Tract 9307,,53625.0,25633.0,0.4145,4905,500,601,0.2245
108,Kentucky,Bracken County,Census Tract 9501,,62955.0,38910.0,0.4785,2531,254,130,0.1517
109,Kentucky,Bracken County,Census Tract 9502,,81818.0,36536.0,0.3893,1806,43,59,0.0565
110,Kentucky,Bracken County,Census Tract 9503,,60000.0,28484.0,0.4222,4018,497,648,0.285
111,Kentucky,Breathitt County,Census Tract 9202,,51583.0,33568.0,0.5023,2176,329,213,0.2491
112,Kentucky,Breathitt County,Census Tract 9203.01,,33533.0,24237.0,0.4509,1752,183,318,0.286
113,Kentucky,Breathitt County,Census Tract 9203.02,,42476.0,22653.0,0.3638,1419,58,146,0.1438
114,Kentucky,Breathitt County,Census Tract 9205,,37278.0,21989.0,0.4458,1751,163,351,0.2935
115,Kentucky,Breathitt County,Census Tract 9206,,24044.0,15820.0,0.4889,1408,296,434,0.5185
116,Kentucky,Breathitt County,Census Tract 9207,,33676.0,21153.0,0.462,1753,198,432,0.3594
117,Kentucky,Breathitt County,Census Tract 9208,,23491.0,17828.0,0.4991,2812,724,486,0.4303
118,Kentucky,Breckinridge County,Census Tract 9601,,55592.0,25258.0,0.3682,5212,617,507,0.2157
119,Kentucky,Breckinridge County,Census Tract 9602,,55068.0,33534.0,0.5099,4999,275,604,0.1758
120,Kentucky,Breckinridge County,Census Tract 9603,,52738.0,28738.0,0.4306,2926,94,390,0.1654
121,Kentucky,Breckinridge County,Census Tract 9604,,87007.0,46841.0,0.4729,1424,121,88,0.1468
122,Kentucky,Breckinridge County,Census Tract 9605.01,,74521.0,27891.0,0.3796,2402,151,457,0.2531
123,Kentucky,Breckinridge County,Census Tract 9605.02,,46250.0,32428.0,0.5542,3470,587,473,0.3055
124,Kentucky,Bullitt County,Census Tract 201.01,,87635.0,42289.0,0.3777,4339,126,43,0.0389
125,Kentucky,Bullitt County,Census Tract 201.02,,73095.0,34264.0,0.3863,3580,109,137,0.0687
126,Kentucky,Bullitt County,Census Tract 201.03,,94286.0,39261.0,0.3658,3551,146,261,0.1146
127,Kentucky,Bullitt County,Census Tract 202.01,,116919.0,52088.0,0.3956,7501,212,37,0.0332
128,Kentucky,Bullitt County,Census Tract 202.02,,104583.0,41533.0,0.3691,4721,86,185,0.0574
129,Kentucky,Bullitt County,Census Tract 203,,107622.0,48060.0,0.3401,5884,107,107,0.0364
130,Kentucky,Bullitt County,Census Tract 204.01,,63729.0,37929.0,0.45,1821,160,74,0.1285
131,Kentucky,Bullitt County,Census Tract 204.02,,87583.0,39171.0,0.3842,6408,58,15,0.0114
132,Kentucky,Bullitt County,Census Tract 205.01,,75357.0,37154.0,0.3833,3309,93,224,0.0958
133,Kentucky,Bullitt County,Census Tract 205.02,,57969.0,26593.0,0.3644,2002,134,177,0.1553
134,Kentucky,Bullitt County,Census Tract 206.01,,68651.0,32636.0,0.3454,5026,434,257,0.1375
135,Kentucky,Bullitt County,Census Tract 206.02,,92361.0,47977.0,0.3612,1620,41,61,0.063
136,Kentucky,Bullitt County,Census Tract 207.02,,64565.0,36450.0,0.3909,2013,219,37,0.1272
137,Kentucky,Bullitt County,Census Tract 207.03,,93417.0,39853.0,0.3996,4709,357,333,0.1465
138,Kentucky,Bullitt County,Census Tract 207.04,,47125.0,23857.0,0.4132,3327,208,735,0.2834
139,Kentucky,Bullitt County,Census Tract 208,,66421.0,32990.0,0.4163,4874,86,503,0.1208
140,Kentucky,Bullitt County,Census Tract 209,,91312.0,44666.0,0.3826,2882,24,66,0.0312
141,Kentucky,Bullitt County,Census Tract 211.02,,80764.0,40655.0,0.3373,4460,40,90,0.0291
142,Kentucky,Bullitt County,Census Tract 211.03,,85000.0,53911.0,0.4886,1368,3,21,0.0175
143,Kentucky,Bullitt County,Census Tract 211.04,,68594.0,24001.0,0.3871,5035,540,897,0.2854
144,Kentucky,Bullitt County,Census Tract 212,,67516.0,34277.0,0.4309,5190,253,408,0.1274
145,Kentucky,Bullitt County,Census Tract 9801,,,,,0,0,0,
146,Kentucky,Butler County,Census Tract 9301,,62542.0,26460.0,0.4165,3398,115,485,0.1766
147,Kentucky,Butler County,Census Tract 9302,,36801.0,24795.0,0.5108,1650,98,250,0.2109
148,Kentucky,Butler County,Census Tract 9303.01,,77995.0,31457.0,0.3281,1398,30,199,0.1638
149,Kentucky,Butler County,Census Tract 9303.02,,40816.0,20519.0,0.4521,2918,471,543,0.3475
150,Kentucky,Butler County,Census Tract 9304,,88510.0,34242.0,0.3017,1576,84,69,0.0971
151,Kentucky,Butler County,Census Tract 9305,,59801.0,34645.0,0.3585,1085,22,101,0.1134
152,Kentucky,Caldwell County,Census Tract 9201,,79167.0,35788.0,0.387,2434,103,262,0.15
153,Kentucky,Caldwell County,Census Tract 9202,,52743.0,28793.0,0.418,5100,314,528,0.1651
154,Kentucky,Caldwell County,Census Tract 9203.01,,49022.0,29541.0,0.4644,2870,154,179,0.116
155,Kentucky,Caldwell County,Census Tract 9203.02,,66904.0,31939.0,0.4178,2054,228,119,0.1689
156,Kentucky,Calloway County,Census Tract 101,,60302.0,33865.0,0.4484,4558,236,205,0.0968
157,Kentucky,Calloway County,Census Tract 102,,59709.0,32105.0,0.4075,4517,248,388,0.1408
158,Kentucky,Calloway County,Census Tract 103.01,,28125.0,5270.0,0.5082,282,39,40,0.2801
159,Kentucky,Calloway County,Census Tract 103.03,,33942.0,18946.0,0.4224,2657,388,557,0.3557
160,Kentucky,Calloway County,Census Tract 103.04,,48264.0,29265.0,0.4702,4149,670,546,0.2931
161,Kentucky,Calloway County,Census Tract 104,,38839.0,23344.0,0.3693,2260,229,160,0.1721
162,Kentucky,Calloway County,Census Tract 105,,41755.0,33567.0,0.5755,3374,536,278,0.2413
163,Kentucky,Calloway County,Census Tract 106.01,,60313.0,30331.0,0.4097,3062,307,285,0.1933
164,Kentucky,Calloway County,Census Tract 106.02,,98405.0,44388.0,0.4246,4184,169,36,0.049
165,Kentucky,Calloway County,Census Tract 107,,70500.0,32001.0,0.4286,3111,226,221,0.1437
166,Kentucky,Calloway County,Census Tract 108,,51190.0,29288.0,0.4195,3213,112,207,0.0993
167,Kentucky,Campbell County,Census Tract 501,,32244.0,29033.0,0.4731,1066,198,183,0.3574
