,GEO_0,GEO_1,GEO_2,GEO_3,hh,spanish,euro,asian,other,limeng_pct
0,Kentucky,,,,1814469,17131,5001,5304,3549,0.01707662131455539
0,Kentucky,Adair County,,,7136,18,37,0,14,0.009669282511210762
1,Kentucky,Allen County,,,8035,14,52,0,0,0.00821406347230865
2,Kentucky,Anderson County,,,9653,0,0,0,0,0.0
3,Kentucky,Ballard County,,,3209,0,0,0,0,0.0
4,Kentucky,Barren County,,,18017,192,0,40,0,0.012876727535105733
5,Kentucky,Bath County,,,4698,0,33,0,0,0.0070242656449553
6,Kentucky,Bell County,,,9939,0,0,0,0,0.0
7,Kentucky,Boone County,,,50963,239,196,201,58,0.013617722661538764
8,Kentucky,Bourbon County,,,8134,58,10,7,0,0.009220555692156381
9,Kentucky,Boyd County,,,19309,35,21,10,14,0.004143145683360091
10,Kentucky,Boyle County,,,12045,85,0,0,0,0.007056870070568701
11,Kentucky,Bracken County,,,3364,0,0,0,0,0.0
12,Kentucky,Breathitt County,,,5464,6,0,0,0,0.0010980966325036604
13,Kentucky,Breckinridge County,,,8069,4,25,0,0,0.0035940017350353202
14,Kentucky,Bullitt County,,,31747,238,0,59,0,0.009355214665952688
15,Kentucky,Butler County,,,4567,73,0,0,0,0.01598423472739216
16,Kentucky,Caldwell County,,,5025,11,12,0,0,0.004577114427860697
17,Kentucky,Calloway County,,,15239,41,75,44,0,0.010499376599514405
18,Kentucky,Campbell County,,,39232,60,80,14,0,0.0039253670473083195
19,Kentucky,Carlisle County,,,1865,0,0,0,0,0.0
20,Kentucky,Carroll County,,,4178,45,0,0,0,0.01077070368597415
21,Kentucky,Carter County,,,10794,0,0,0,0,0.0
22,Kentucky,Casey County,,,6482,87,8,1,0,0.014810243751928418
23,Kentucky,Christian County,,,25725,241,80,167,0,0.018969873663751215
24,Kentucky,Clark County,,,15055,14,24,0,0,0.002524078379275988
25,Kentucky,Clay County,,,7288,0,0,0,0,0.0
26,Kentucky,Clinton County,,,3854,14,0,0,0,0.0036325895173845357
27,Kentucky,Crittenden County,,,3543,0,39,0,0,0.01100762066045724
28,Kentucky,Cumberland County,,,2630,4,16,0,0,0.0076045627376425855
29,Kentucky,Daviess County,,,41639,293,67,181,37,0.013881217128173107
30,Kentucky,Edmonson County,,,5099,0,0,41,0,0.008040792312218083
31,Kentucky,Elliott County,,,2440,0,0,0,0,0.0
32,Kentucky,Estill County,,,5975,61,0,0,0,0.010209205020920502
33,Kentucky,Fayette County,,,139715,2561,800,1383,1061,0.041548867337079055
34,Kentucky,Fleming County,,,5859,0,24,18,0,0.007168458781362007
35,Kentucky,Floyd County,,,14700,0,0,77,0,0.005238095238095238
36,Kentucky,Franklin County,,,22718,243,0,66,37,0.015230213927282332
37,Kentucky,Fulton County,,,2550,0,0,0,0,0.0
38,Kentucky,Gallatin County,,,3265,22,20,0,0,0.012863705972434915
39,Kentucky,Garrard County,,,6695,22,24,0,0,0.006870799103808813
40,Kentucky,Grant County,,,9224,0,0,44,0,0.004770164787510842
41,Kentucky,Graves County,,,14139,58,5,0,0,0.004455760661998727
42,Kentucky,Grayson County,,,10129,0,10,0,1,0.001085990719715668
43,Kentucky,Green County,,,4421,0,14,0,0,0.003166704365528161
44,Kentucky,Greenup County,,,14739,53,3,4,0,0.004070832485243233
45,Kentucky,Hancock County,,,3638,0,0,0,0,0.0
46,Kentucky,Hardin County,,,44622,267,100,252,0,0.01387208103626014
47,Kentucky,Harlan County,,,10731,0,8,0,0,0.0007455036809244246
48,Kentucky,Harrison County,,,7293,0,23,0,0,0.0031537090360619774
49,Kentucky,Hart County,,,7376,0,28,0,0,0.003796095444685466
50,Kentucky,Henderson County,,,18522,63,0,0,0,0.003401360544217687
51,Kentucky,Henry County,,,6147,1,2,0,0,0.0004880429477794046
52,Kentucky,Hickman County,,,1731,0,6,0,0,0.0034662045060658577
53,Kentucky,Hopkins County,,,18397,77,0,0,0,0.004185465021470892
54,Kentucky,Jackson County,,,5122,0,0,0,0,0.0
55,Kentucky,Jefferson County,,,331554,8187,2008,1209,1683,0.039471699934249024
56,Kentucky,Jessamine County,,,19913,130,224,42,0,0.019886506302415508
57,Kentucky,Johnson County,,,9040,54,0,0,0,0.005973451327433628
58,Kentucky,Kenton County,,,67367,422,39,100,208,0.011415084536939452
59,Kentucky,Knott County,,,5521,0,0,0,0,0.0
60,Kentucky,Knox County,,,11711,0,0,0,0,0.0
61,Kentucky,Larue County,,,5996,0,0,0,0,0.0
62,Kentucky,Laurel County,,,23996,0,0,41,0,0.0017086181030171695
63,Kentucky,Lawrence County,,,6342,0,0,0,0,0.0
64,Kentucky,Lee County,,,2595,0,0,0,0,0.0
65,Kentucky,Leslie County,,,4231,0,0,0,0,0.0
66,Kentucky,Letcher County,,,8463,11,0,0,0,0.0012997754933238804
67,Kentucky,Lewis County,,,5019,0,0,0,0,0.0
68,Kentucky,Lincoln County,,,9705,0,24,0,0,0.002472952086553323
69,Kentucky,Livingston County,,,3603,0,0,0,0,0.0
70,Kentucky,Logan County,,,11005,54,9,6,0,0.006269877328487051
71,Kentucky,Lyon County,,,3419,0,7,0,0,0.0020473822755191578
72,Kentucky,McCracken County,,,27601,40,71,85,0,0.007101191985797616
73,Kentucky,McCreary County,,,5861,8,0,0,0,0.001364954785872718
74,Kentucky,McLean County,,,3641,0,0,0,20,0.005492996429552321
75,Kentucky,Madison County,,,37051,110,21,33,0,0.0044263312731100376
76,Kentucky,Magoffin County,,,4734,0,0,0,0,0.0
77,Kentucky,Marion County,,,7724,25,6,0,0,0.004013464526152252
78,Kentucky,Marshall County,,,13209,0,0,0,0,0.0
79,Kentucky,Martin County,,,3854,0,0,0,0,0.0
80,Kentucky,Mason County,,,7131,0,8,0,0,0.00112186229140373
81,Kentucky,Meade County,,,11007,11,0,10,0,0.0019078768056691197
82,Kentucky,Menifee County,,,2478,0,0,0,0,0.0
83,Kentucky,Mercer County,,,9181,42,0,0,0,0.004574665069164579
84,Kentucky,Metcalfe County,,,4100,34,0,0,0,0.008292682926829269
85,Kentucky,Monroe County,,,4645,0,0,0,0,0.0
86,Kentucky,Montgomery County,,,11005,40,7,6,0,0.00481599273057701
87,Kentucky,Morgan County,,,4882,0,0,0,0,0.0
88,Kentucky,Muhlenberg County,,,12123,0,0,0,0,0.0
89,Kentucky,Nelson County,,,19150,157,54,93,0,0.01587467362924282
90,Kentucky,Nicholas County,,,2776,5,0,0,0,0.0018011527377521613
91,Kentucky,Ohio County,,,9107,53,14,0,0,0.007356978148676842
92,Kentucky,Oldham County,,,23025,173,19,95,0,0.01246471226927253
93,Kentucky,Owen County,,,4252,0,2,0,0,0.00047036688617121356
94,Kentucky,Owsley County,,,1567,0,0,0,0,0.0
95,Kentucky,Pendleton County,,,5442,0,0,0,0,0.0
96,Kentucky,Perry County,,,11078,9,0,0,0,0.0008124210146235783
97,Kentucky,Pike County,,,24284,62,0,0,18,0.003294350189425136
98,Kentucky,Powell County,,,4790,0,0,0,0,0.0
99,Kentucky,Pulaski County,,,26210,131,14,61,0,0.007859595574208317
100,Kentucky,Robertson County,,,810,0,0,0,0,0.0
101,Kentucky,Rockcastle County,,,6534,0,11,0,0,0.0016835016835016834
102,Kentucky,Rowan County,,,9592,0,0,11,0,0.0011467889908256881
103,Kentucky,Russell County,,,7562,15,40,0,0,0.007273208145993124
104,Kentucky,Scott County,,,22642,59,5,22,0,0.003798251037894179
105,Kentucky,Shelby County,,,18484,532,0,0,0,0.0287816489937243
106,Kentucky,Simpson County,,,8025,89,14,0,16,0.014828660436137071
107,Kentucky,Spencer County,,,7308,0,0,0,0,0.0
108,Kentucky,Taylor County,,,10260,0,41,0,0,0.003996101364522417
109,Kentucky,Todd County,,,4559,114,68,0,0,0.03992103531476201
110,Kentucky,Trigg County,,,6060,0,9,0,0,0.0014851485148514852
111,Kentucky,Trimble County,,,3382,32,0,0,0,0.009461856889414548
112,Kentucky,Union County,,,5198,4,0,0,0,0.0007695267410542517
113,Kentucky,Warren County,,,55643,817,436,819,382,0.044102582535089765
114,Kentucky,Washington County,,,4852,4,0,38,0,0.008656224237427864
115,Kentucky,Wayne County,,,8074,122,0,6,0,0.015853356452811492
116,Kentucky,Webster County,,,4923,65,0,0,0,0.013203331302051594
117,Kentucky,Whitley County,,,13541,17,8,0,0,0.001846244738202496
118,Kentucky,Wolfe County,,,2673,43,0,0,0,0.016086793864571642
119,Kentucky,Woodford County,,,10814,260,0,18,0,0.025707416312187904
0,Kentucky,Adair County,Census Tract 9701,,661,18,37,0,0,0.0832072617246596
1,Kentucky,Adair County,Census Tract 9702,,778,0,0,0,0,0.0
2,Kentucky,Adair County,Census Tract 9703,,1105,0,0,0,0,0.0
3,Kentucky,Adair County,Census Tract 9704.01,,1739,0,0,0,0,0.0
4,Kentucky,Adair County,Census Tract 9704.02,,1303,0,0,0,0,0.0
5,Kentucky,Adair County,Census Tract 9705,,901,0,0,0,0,0.0
6,Kentucky,Adair County,Census Tract 9706,,649,0,0,0,14,0.02157164869029276
7,Kentucky,Allen County,Census Tract 9201,,1351,0,0,0,0,0.0
8,Kentucky,Allen County,Census Tract 9202,,1173,14,52,0,0,0.056265984654731455
9,Kentucky,Allen County,Census Tract 9203,,2053,0,0,0,0,0.0
10,Kentucky,Allen County,Census Tract 9204,,1795,0,0,0,0,0.0
11,Kentucky,Allen County,Census Tract 9205,,557,0,0,0,0,0.0
12,Kentucky,Allen County,Census Tract 9206,,1106,0,0,0,0,0.0
13,Kentucky,Anderson County,Census Tract 9501.01,,806,0,0,0,0,0.0
14,Kentucky,Anderson County,Census Tract 9501.02,,2721,0,0,0,0,0.0
15,Kentucky,Anderson County,Census Tract 9502.01,,2287,0,0,0,0,0.0
16,Kentucky,Anderson County,Census Tract 9502.02,,1563,0,0,0,0,0.0
17,Kentucky,Anderson County,Census Tract 9503,,1047,0,0,0,0,0.0
18,Kentucky,Anderson County,Census Tract 9504,,1229,0,0,0,0,0.0
19,Kentucky,Ballard County,Census Tract 9501,,1624,0,0,0,0,0.0
20,Kentucky,Ballard County,Census Tract 9502,,585,0,0,0,0,0.0
21,Kentucky,Ballard County,Census Tract 9503,,1000,0,0,0,0,0.0
22,Kentucky,Barren County,Census Tract 9501,,1545,0,0,0,0,0.0
23,Kentucky,Barren County,Census Tract 9502,,1522,0,0,0,0,0.0
24,Kentucky,Barren County,Census Tract 9503,,1671,52,0,0,0,0.031119090365050867
25,Kentucky,Barren County,Census Tract 9504.01,,950,86,0,0,0,0.09052631578947369
26,Kentucky,Barren County,Census Tract 9504.02,,1666,0,0,0,0,0.0
27,Kentucky,Barren County,Census Tract 9505,,1716,39,0,0,0,0.022727272727272728
28,Kentucky,Barren County,Census Tract 9506.01,,1395,15,0,0,0,0.010752688172043012
29,Kentucky,Barren County,Census Tract 9506.02,,1400,0,0,40,0,0.02857142857142857
30,Kentucky,Barren County,Census Tract 9507.01,,767,0,0,0,0,0.0
31,Kentucky,Barren County,Census Tract 9507.02,,1337,0,0,0,0,0.0
32,Kentucky,Barren County,Census Tract 9508,,1318,0,0,0,0,0.0
33,Kentucky,Barren County,Census Tract 9509,,1468,0,0,0,0,0.0
34,Kentucky,Barren County,Census Tract 9510,,1262,0,0,0,0,0.0
35,Kentucky,Bath County,Census Tract 9701,,715,0,16,0,0,0.022377622377622378
36,Kentucky,Bath County,Census Tract 9702.01,,1072,0,17,0,0,0.01585820895522388
37,Kentucky,Bath County,Census Tract 9702.02,,1601,0,0,0,0,0.0
38,Kentucky,Bath County,Census Tract 9703,,1310,0,0,0,0,0.0
39,Kentucky,Bell County,Census Tract 9601,,703,0,0,0,0,0.0
40,Kentucky,Bell County,Census Tract 9602,,1531,0,0,0,0,0.0
41,Kentucky,Bell County,Census Tract 9603,,818,0,0,0,0,0.0
42,Kentucky,Bell County,Census Tract 9604,,617,0,0,0,0,0.0
43,Kentucky,Bell County,Census Tract 9605,,802,0,0,0,0,0.0
44,Kentucky,Bell County,Census Tract 9606,,1822,0,0,0,0,0.0
45,Kentucky,Bell County,Census Tract 9607,,1231,0,0,0,0,0.0
46,Kentucky,Bell County,Census Tract 9608,,1371,0,0,0,0,0.0
47,Kentucky,Bell County,Census Tract 9611,,1044,0,0,0,0,0.0
48,Kentucky,Boone County,Census Tract 701.01,,2179,0,0,0,0,0.0
49,Kentucky,Boone County,Census Tract 701.02,,1182,0,34,0,28,0.05245346869712352
50,Kentucky,Boone County,Census Tract 702.01,,1828,49,0,0,0,0.026805251641137857
51,Kentucky,Boone County,Census Tract 702.02,,1385,0,0,0,0,0.0
52,Kentucky,Boone County,Census Tract 703.01,,1820,0,23,0,0,0.012637362637362638
53,Kentucky,Boone County,Census Tract 703.05,,3193,17,0,0,0,0.005324146570623238
54,Kentucky,Boone County,Census Tract 703.09,,2095,0,0,17,0,0.008114558472553698
55,Kentucky,Boone County,Census Tract 703.11,,1113,1,0,0,0,0.0008984725965858042
56,Kentucky,Boone County,Census Tract 703.12,,1377,22,11,15,0,0.034858387799564274
57,Kentucky,Boone County,Census Tract 703.13,,1569,0,0,1,0,0.0006373486297004461
58,Kentucky,Boone County,Census Tract 703.14,,2129,0,68,0,0,0.03193987787693753
59,Kentucky,Boone County,Census Tract 703.15,,2298,44,37,74,0,0.06744995648389904
60,Kentucky,Boone County,Census Tract 703.16,,2745,0,0,0,0,0.0
61,Kentucky,Boone County,Census Tract 703.17,,1666,22,0,0,0,0.013205282112845138
62,Kentucky,Boone County,Census Tract 703.18,,3087,0,0,40,0,0.01295756397797214
63,Kentucky,Boone County,Census Tract 704.03,,2153,0,0,0,0,0.0
64,Kentucky,Boone County,Census Tract 704.04,,1527,5,9,0,0,0.0091683038637852
65,Kentucky,Boone County,Census Tract 704.05,,886,0,0,0,0,0.0
66,Kentucky,Boone County,Census Tract 704.06,,967,6,0,0,0,0.0062047569803516025
67,Kentucky,Boone County,Census Tract 704.07,,1077,35,0,0,0,0.032497678737233054
68,Kentucky,Boone County,Census Tract 705.02,,1415,22,14,0,0,0.025441696113074206
69,Kentucky,Boone County,Census Tract 705.03,,2694,0,0,0,30,0.011135857461024499
70,Kentucky,Boone County,Census Tract 705.05,,1241,0,0,0,0,0.0
71,Kentucky,Boone County,Census Tract 705.06,,1450,0,0,0,0,0.0
72,Kentucky,Boone County,Census Tract 706.01,,1007,0,0,22,0,0.021847070506454815
73,Kentucky,Boone County,Census Tract 706.04,,945,0,0,0,0,0.0
74,Kentucky,Boone County,Census Tract 706.05,,2695,0,0,0,0,0.0
75,Kentucky,Boone County,Census Tract 706.06,,1726,2,0,32,0,0.019698725376593278
76,Kentucky,Boone County,Census Tract 706.07,,1505,14,0,0,0,0.009302325581395349
77,Kentucky,Boone County,Census Tract 9801,,9,0,0,0,0,0.0
78,Kentucky,Bourbon County,Census Tract 301.01,,910,31,0,0,0,0.03406593406593406
79,Kentucky,Bourbon County,Census Tract 301.02,,641,19,0,0,0,0.029641185647425898
80,Kentucky,Bourbon County,Census Tract 302.01,,1645,0,0,0,0,0.0
81,Kentucky,Bourbon County,Census Tract 302.02,,915,0,0,0,0,0.0
82,Kentucky,Bourbon County,Census Tract 303,,1338,8,0,0,0,0.005979073243647235
83,Kentucky,Bourbon County,Census Tract 304,,820,0,0,0,0,0.0
84,Kentucky,Bourbon County,Census Tract 305,,1028,0,10,7,0,0.016536964980544747
85,Kentucky,Bourbon County,Census Tract 306,,837,0,0,0,0,0.0
86,Kentucky,Boyd County,Census Tract 302,,753,0,0,0,0,0.0
87,Kentucky,Boyd County,Census Tract 303,,841,0,0,0,14,0.016646848989298454
88,Kentucky,Boyd County,Census Tract 304,,875,0,0,0,0,0.0
89,Kentucky,Boyd County,Census Tract 305,,1924,0,0,10,0,0.005197505197505198
90,Kentucky,Boyd County,Census Tract 306,,1769,14,0,0,0,0.00791407574901074
91,Kentucky,Boyd County,Census Tract 307,,1398,0,21,0,0,0.015021459227467811
92,Kentucky,Boyd County,Census Tract 308,,1880,0,0,0,0,0.0
93,Kentucky,Boyd County,Census Tract 309,,1930,19,0,0,0,0.009844559585492229
94,Kentucky,Boyd County,Census Tract 310.01,,473,0,0,0,0,0.0
95,Kentucky,Boyd County,Census Tract 310.03,,849,0,0,0,0,0.0
96,Kentucky,Boyd County,Census Tract 310.04,,1430,0,0,0,0,0.0
97,Kentucky,Boyd County,Census Tract 311.01,,2099,0,0,0,0,0.0
98,Kentucky,Boyd County,Census Tract 311.02,,788,0,0,0,0,0.0
99,Kentucky,Boyd County,Census Tract 312,,1459,0,0,0,0,0.0
100,Kentucky,Boyd County,Census Tract 313,,841,2,0,0,0,0.0023781212841854932
101,Kentucky,Boyle County,Census Tract 9301,,2232,50,0,0,0,0.022401433691756272
102,Kentucky,Boyle County,Census Tract 9302,,1949,0,0,0,0,0.0
103,Kentucky,Boyle County,Census Tract 9303,,971,0,0,0,0,0.0
104,Kentucky,Boyle County,Census Tract 9304,,1846,35,0,0,0,0.01895991332611051
105,Kentucky,Boyle County,Census Tract 9305,,1448,0,0,0,0,0.0
106,Kentucky,Boyle County,Census Tract 9306,,1608,0,0,0,0,0.0
107,Kentucky,Boyle County,Census Tract 9307,,1991,0,0,0,0,0.0
108,Kentucky,Bracken County,Census Tract 9501,,1070,0,0,0,0,0.0
109,Kentucky,Bracken County,Census Tract 9502,,682,0,0,0,0,0.0
110,Kentucky,Bracken County,Census Tract 9503,,1612,0,0,0,0,0.0
111,Kentucky,Breathitt County,Census Tract 9202,,794,0,0,0,0,0.0
112,Kentucky,Breathitt County,Census Tract 9203.01,,940,0,0,0,0,0.0
113,Kentucky,Breathitt County,Census Tract 9203.02,,601,0,0,0,0,0.0
114,Kentucky,Breathitt County,Census Tract 9205,,708,0,0,0,0,0.0
115,Kentucky,Breathitt County,Census Tract 9206,,616,6,0,0,0,0.00974025974025974
116,Kentucky,Breathitt County,Census Tract 9207,,688,0,0,0,0,0.0
117,Kentucky,Breathitt County,Census Tract 9208,,1117,0,0,0,0,0.0
118,Kentucky,Breckinridge County,Census Tract 9601,,1993,4,5,0,0,0.004515805318615153
119,Kentucky,Breckinridge County,Census Tract 9602,,2121,0,0,0,0,0.0
120,Kentucky,Breckinridge County,Census Tract 9603,,1140,0,0,0,0,0.0
121,Kentucky,Breckinridge County,Census Tract 9604,,585,0,0,0,0,0.0
122,Kentucky,Breckinridge County,Census Tract 9605.01,,852,0,0,0,0,0.0
123,Kentucky,Breckinridge County,Census Tract 9605.02,,1378,0,20,0,0,0.01451378809869376
124,Kentucky,Bullitt County,Census Tract 201.01,,1673,30,0,0,0,0.017931858936043037
125,Kentucky,Bullitt County,Census Tract 201.02,,1368,16,0,0,0,0.011695906432748537
126,Kentucky,Bullitt County,Census Tract 201.03,,1296,0,0,0,0,0.0
127,Kentucky,Bullitt County,Census Tract 202.01,,2673,0,0,0,0,0.0
128,Kentucky,Bullitt County,Census Tract 202.02,,1756,0,0,1,0,0.0005694760820045558
129,Kentucky,Bullitt County,Census Tract 203,,2257,0,0,0,0,0.0
130,Kentucky,Bullitt County,Census Tract 204.01,,750,0,0,0,0,0.0
131,Kentucky,Bullitt County,Census Tract 204.02,,2097,0,0,24,0,0.011444921316165951
132,Kentucky,Bullitt County,Census Tract 205.01,,1266,107,0,34,0,0.11137440758293839
133,Kentucky,Bullitt County,Census Tract 205.02,,837,0,0,0,0,0.0
134,Kentucky,Bullitt County,Census Tract 206.01,,1937,61,0,0,0,0.03149199793495096
135,Kentucky,Bullitt County,Census Tract 206.02,,647,0,0,0,0,0.0
136,Kentucky,Bullitt County,Census Tract 207.02,,962,0,0,0,0,0.0
137,Kentucky,Bullitt County,Census Tract 207.03,,1902,24,0,0,0,0.012618296529968454
138,Kentucky,Bullitt County,Census Tract 207.04,,1267,0,0,0,0,0.0
139,Kentucky,Bullitt County,Census Tract 208,,1900,0,0,0,0,0.0
140,Kentucky,Bullitt County,Census Tract 209,,1193,0,0,0,0,0.0
141,Kentucky,Bullitt County,Census Tract 211.02,,1687,0,0,0,0,0.0
142,Kentucky,Bullitt County,Census Tract 211.03,,496,0,0,0,0,0.0
143,Kentucky,Bullitt County,Census Tract 211.04,,1704,0,0,0,0,0.0
144,Kentucky,Bullitt County,Census Tract 212,,2079,0,0,0,0,0.0
145,Kentucky,Bullitt County,Census Tract 9801,,0,0,0,0,0,
146,Kentucky,Butler County,Census Tract 9301,,1185,0,0,0,0,0.0
147,Kentucky,Butler County,Census Tract 9302,,565,0,0,0,0,0.0
148,Kentucky,Butler County,Census Tract 9303.01,,571,0,0,0,0,0.0
149,Kentucky,Butler County,Census Tract 9303.02,,1172,73,0,0,0,0.06228668941979522
150,Kentucky,Butler County,Census Tract 9304,,603,0,0,0,0,0.0
151,Kentucky,Butler County,Census Tract 9305,,471,0,0,0,0,0.0
152,Kentucky,Caldwell County,Census Tract 9201,,996,0,0,0,0,0.0
153,Kentucky,Caldwell County,Census Tract 9202,,2025,0,12,0,0,0.005925925925925926
154,Kentucky,Caldwell County,Census Tract 9203.01,,1142,11,0,0,0,0.009632224168126095
155,Kentucky,Caldwell County,Census Tract 9203.02,,862,0,0,0,0,0.0
156,Kentucky,Calloway County,Census Tract 101,,2016,2,18,0,0,0.00992063492063492
157,Kentucky,Calloway County,Census Tract 102,,1891,0,0,0,0,0.0
158,Kentucky,Calloway County,Census Tract 103.01,,146,7,0,21,0,0.1917808219178082
159,Kentucky,Calloway County,Census Tract 103.03,,1352,0,0,1,0,0.0007396449704142012
160,Kentucky,Calloway County,Census Tract 103.04,,1775,0,0,0,0,0.0
161,Kentucky,Calloway County,Census Tract 104,,987,0,0,0,0,0.0
162,Kentucky,Calloway County,Census Tract 105,,1610,32,10,11,0,0.03291925465838509
163,Kentucky,Calloway County,Census Tract 106.01,,1221,0,47,0,0,0.03849303849303849
164,Kentucky,Calloway County,Census Tract 106.02,,1513,0,0,11,0,0.007270323859881031
165,Kentucky,Calloway County,Census Tract 107,,1318,0,0,0,0,0.0
166,Kentucky,Calloway County,Census Tract 108,,1410,0,0,0,0,0.0
167,Kentucky,Campbell County,Census Tract 501,,694,0,6,0,0,0.008645533141210375
168,Kentucky,Campbell County,Census Tract 504,,1017,0,0,0,0,0.0
169,Kentucky,Campbell County,Census Tract 505,,871,0,0,0,0,0.0
170,Kentucky,Campbell County,Census Tract 506,,749,14,0,0,0,0.018691588785046728
171,Kentucky,Campbell County,Census Tract 511.01,,1173,14,19,0,0,0.028132992327365727
172,Kentucky,Campbell County,Census Tract 511.02,,611,0,0,0,0,0.0
173,Kentucky,Campbell County,Census Tract 512,,608,0,0,0,0,0.0
174,Kentucky,Campbell County,Census Tract 513,,1868,0,0,0,0,0.0
175,Kentucky,Campbell County,Census Tract 519.01,,1647,0,0,0,0,0.0
176,Kentucky,Campbell County,Census Tract 519.03,,2537,0,0,0,0,0.0
177,Kentucky,Campbell County,Census Tract 519.04,,1837,0,0,0,0,0.0
178,Kentucky,Campbell County,Census Tract 520.01,,2178,0,10,0,0,0.004591368227731864
179,Kentucky,Campbell County,Census Tract 520.02,,1061,0,0,0,0,0.0
180,Kentucky,Campbell County,Census Tract 521,,1644,0,0,0,0,0.0
181,Kentucky,Campbell County,Census Tract 522,,1052,28,0,0,0,0.026615969581749048
182,Kentucky,Campbell County,Census Tract 523.01,,2008,0,0,0,0,0.0
183,Kentucky,Campbell County,Census Tract 523.02,,1920,0,0,0,0,0.0
184,Kentucky,Campbell County,Census Tract 524,,1031,0,0,0,0,0.0
185,Kentucky,Campbell County,Census Tract 525,,2601,4,0,11,0,0.0057670126874279125
186,Kentucky,Campbell County,Census Tract 528,,1433,0,10,3,0,0.009071877180739707
187,Kentucky,Campbell County,Census Tract 529,,2215,0,16,0,0,0.007223476297968397
188,Kentucky,Campbell County,Census Tract 531,,2559,0,0,0,0,0.0
189,Kentucky,Campbell County,Census Tract 532,,1428,0,0,0,0,0.0
190,Kentucky,Campbell County,Census Tract 533.01,,2501,0,19,0,0,0.0075969612155137945
191,Kentucky,Campbell County,Census Tract 533.02,,1989,0,0,0,0,0.0
192,Kentucky,Carlisle County,Census Tract 9601,,587,0,0,0,0,0.0
193,Kentucky,Carlisle County,Census Tract 9602,,685,0,0,0,0,0.0
194,Kentucky,Carlisle County,Census Tract 9603,,593,0,0,0,0,0.0
195,Kentucky,Carroll County,Census Tract 9501,,866,7,0,0,0,0.008083140877598153
196,Kentucky,Carroll County,Census Tract 9502,,2312,38,0,0,0,0.01643598615916955
197,Kentucky,Carroll County,Census Tract 9503,,1000,0,0,0,0,0.0
198,Kentucky,Carter County,Census Tract 9601,,1224,0,0,0,0,0.0
199,Kentucky,Carter County,Census Tract 9602,,1583,0,0,0,0,0.0
200,Kentucky,Carter County,Census Tract 9603,,1233,0,0,0,0,0.0
201,Kentucky,Carter County,Census Tract 9604,,836,0,0,0,0,0.0
202,Kentucky,Carter County,Census Tract 9605,,1667,0,0,0,0,0.0
203,Kentucky,Carter County,Census Tract 9606.01,,693,0,0,0,0,0.0
204,Kentucky,Carter County,Census Tract 9606.02,,1735,0,0,0,0,0.0
205,Kentucky,Carter County,Census Tract 9607,,1823,0,0,0,0,0.0
206,Kentucky,Casey County,Census Tract 9501,,614,1,0,0,0,0.0016286644951140066
207,Kentucky,Casey County,Census Tract 9502,,930,36,0,0,0,0.03870967741935484
208,Kentucky,Casey County,Census Tract 9503.01,,1210,0,0,0,0,0.0
209,Kentucky,Casey County,Census Tract 9503.02,,1313,50,0,1,0,0.03884234577303884
210,Kentucky,Casey County,Census Tract 9504,,1401,0,0,0,0,0.0
211,Kentucky,Casey County,Census Tract 9505,,1014,0,8,0,0,0.007889546351084813
212,Kentucky,Christian County,Census Tract 2001,,1526,22,0,0,0,0.014416775884665793
213,Kentucky,Christian County,Census Tract 2002,,1341,0,0,0,0,0.0
214,Kentucky,Christian County,Census Tract 2003,,1208,127,0,0,0,0.10513245033112582
215,Kentucky,Christian County,Census Tract 2004,,859,0,0,0,0,0.0
216,Kentucky,Christian County,Census Tract 2005,,2008,14,0,103,0,0.05826693227091633
217,Kentucky,Christian County,Census Tract 2006,,1844,35,0,34,0,0.037418655097613884
218,Kentucky,Christian County,Census Tract 2007,,2680,0,0,0,0,0.0
219,Kentucky,Christian County,Census Tract 2008,,967,0,0,0,0,0.0
220,Kentucky,Christian County,Census Tract 2009.01,,1228,0,10,0,0,0.008143322475570033
221,Kentucky,Christian County,Census Tract 2009.02,,1176,0,13,0,0,0.011054421768707483
222,Kentucky,Christian County,Census Tract 2010,,783,0,6,0,0,0.007662835249042145
223,Kentucky,Christian County,Census Tract 2011,,1416,0,8,0,0,0.005649717514124294
224,Kentucky,Christian County,Census Tract 2012,,880,0,26,0,0,0.029545454545454545
225,Kentucky,Christian County,Census Tract 2013.01,,1095,0,17,0,0,0.015525114155251141
226,Kentucky,Christian County,Census Tract 2013.03,,1602,29,0,30,0,0.03682896379525593
227,Kentucky,Christian County,Census Tract 2013.04,,1418,0,0,0,0,0.0
228,Kentucky,Christian County,Census Tract 2014,,1072,0,0,0,0,0.0
229,Kentucky,Christian County,Census Tract 2015.01,,1456,14,0,0,0,0.009615384615384616
230,Kentucky,Christian County,Census Tract 2015.02,,1166,0,0,0,0,0.0
231,Kentucky,Christian County,Census Tract 2015.03,,0,0,0,0,0,
232,Kentucky,Christian County,Census Tract 9801,,0,0,0,0,0,
233,Kentucky,Clark County,Census Tract 201.01,,2282,14,0,0,0,0.006134969325153374
234,Kentucky,Clark County,Census Tract 201.03,,1305,0,0,0,0,0.0
235,Kentucky,Clark County,Census Tract 201.05,,1683,0,24,0,0,0.0142602495543672
236,Kentucky,Clark County,Census Tract 201.06,,1419,0,0,0,0,0.0
237,Kentucky,Clark County,Census Tract 202.01,,1664,0,0,0,0,0.0
